Filename	Black foam
Instrument name	Discovery DSC
Operator	
rundate	4/22/2026
Sample name	Black foam
proceduresegments	Equilibrate -25.00 °C; Data On; Ramp 20.00 °C/min to 280.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to -25.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to 280.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to -25.00 °C; Data Off
[step]
Ramp 20.00 °C/min to 280.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
5.65	85.34	-1.774
5.65	85.38	-1.775
5.66	85.41	-1.775
5.66	85.44	-1.776
5.66	85.48	-1.776
5.66	85.51	-1.776
5.66	85.54	-1.777
5.66	85.58	-1.777
5.66	85.61	-1.777
5.67	85.64	-1.777
5.67	85.68	-1.778
5.67	85.71	-1.778
5.67	85.74	-1.778
5.67	85.78	-1.779
5.68	85.81	-1.779
5.68	85.84	-1.780
5.68	85.88	-1.780
5.68	85.91	-1.781
5.68	85.94	-1.781
5.68	85.98	-1.781
5.69	86.01	-1.782
5.69	86.04	-1.783
5.69	86.08	-1.783
5.69	86.11	-1.783
5.69	86.14	-1.784
5.69	86.18	-1.784
5.70	86.21	-1.785
5.70	86.24	-1.785
5.70	86.28	-1.785
5.70	86.31	-1.786
5.70	86.34	-1.786
5.70	86.38	-1.786
5.70	86.41	-1.786
5.71	86.44	-1.787
5.71	86.48	-1.787
5.71	86.51	-1.787
5.71	86.54	-1.787
5.71	86.58	-1.787
5.72	86.61	-1.787
5.72	86.64	-1.787
5.72	86.68	-1.788
5.72	86.71	-1.788
5.72	86.74	-1.788
5.72	86.78	-1.788
5.73	86.81	-1.789
5.73	86.84	-1.790
5.73	86.88	-1.790
5.73	86.91	-1.791
5.73	86.94	-1.792
5.73	86.98	-1.792
5.74	87.01	-1.793
5.74	87.04	-1.793
5.74	87.08	-1.793
5.74	87.11	-1.794
5.74	87.14	-1.794
5.74	87.18	-1.794
5.74	87.21	-1.794
5.75	87.24	-1.795
5.75	87.28	-1.795
5.75	87.31	-1.795
5.75	87.34	-1.795
5.75	87.38	-1.796
5.76	87.41	-1.796
5.76	87.44	-1.797
5.76	87.48	-1.797
5.76	87.51	-1.798
5.76	87.54	-1.798
5.76	87.58	-1.799
5.76	87.61	-1.799
5.77	87.64	-1.799
5.77	87.68	-1.800
5.77	87.71	-1.800
5.77	87.74	-1.800
5.77	87.78	-1.800
5.78	87.81	-1.800
5.78	87.84	-1.800
5.78	87.88	-1.800
5.78	87.91	-1.800
5.78	87.94	-1.801
5.78	87.98	-1.801
5.78	88.01	-1.801
5.79	88.04	-1.801
5.79	88.08	-1.802
5.79	88.11	-1.802
5.79	88.14	-1.803
5.79	88.18	-1.803
5.80	88.21	-1.804
5.80	88.24	-1.804
5.80	88.28	-1.805
5.80	88.31	-1.806
5.80	88.34	-1.806
5.80	88.38	-1.807
5.80	88.41	-1.807
5.81	88.44	-1.808
5.81	88.48	-1.808
5.81	88.51	-1.808
5.81	88.54	-1.808
5.81	88.58	-1.808
5.81	88.61	-1.809
5.82	88.64	-1.809
5.82	88.68	-1.809
5.82	88.71	-1.810
5.82	88.74	-1.810
5.82	88.77	-1.811
5.83	88.81	-1.811
5.83	88.84	-1.812
5.83	88.87	-1.812
5.83	88.91	-1.812
5.83	88.94	-1.812
5.83	88.97	-1.813
5.84	89.01	-1.813
5.84	89.04	-1.813
5.84	89.07	-1.814
5.84	89.11	-1.814
5.84	89.14	-1.815
5.84	89.17	-1.815
5.84	89.21	-1.816
5.85	89.24	-1.816
5.85	89.27	-1.817
5.85	89.31	-1.818
5.85	89.34	-1.818
5.85	89.37	-1.818
5.85	89.41	-1.819
5.86	89.44	-1.820
5.86	89.47	-1.821
5.86	89.51	-1.821
5.86	89.54	-1.822
5.86	89.57	-1.823
5.86	89.61	-1.823
5.87	89.64	-1.824
5.87	89.67	-1.824
5.87	89.71	-1.825
5.87	89.74	-1.825
5.87	89.77	-1.825
5.88	89.81	-1.825
5.88	89.84	-1.825
5.88	89.87	-1.826
5.88	89.91	-1.826
5.88	89.94	-1.826
5.88	89.97	-1.826
5.89	90.01	-1.826
5.89	90.04	-1.826
5.89	90.07	-1.827
5.89	90.11	-1.827
5.89	90.14	-1.827
5.89	90.17	-1.828
5.90	90.21	-1.828
5.90	90.24	-1.829
5.90	90.27	-1.829
5.90	90.31	-1.829
5.90	90.34	-1.830
5.90	90.37	-1.830
5.91	90.41	-1.831
5.91	90.44	-1.831
5.91	90.47	-1.832
5.91	90.51	-1.832
5.91	90.54	-1.832
5.91	90.57	-1.833
5.91	90.61	-1.833
5.92	90.64	-1.833
5.92	90.67	-1.834
5.92	90.71	-1.834
5.92	90.74	-1.834
5.92	90.77	-1.835
5.93	90.81	-1.835
5.93	90.84	-1.835
5.93	90.87	-1.836
5.93	90.91	-1.836
5.93	90.94	-1.836
5.93	90.97	-1.837
5.94	91.01	-1.837
5.94	91.04	-1.837
5.94	91.07	-1.838
5.94	91.11	-1.838
5.94	91.14	-1.839
5.94	91.17	-1.839
5.95	91.21	-1.840
5.95	91.24	-1.840
5.95	91.27	-1.841
5.95	91.31	-1.842
5.95	91.34	-1.842
5.95	91.37	-1.843
5.95	91.41	-1.843
5.96	91.44	-1.844
5.96	91.47	-1.844
5.96	91.51	-1.845
5.96	91.54	-1.845
5.96	91.57	-1.846
5.97	91.61	-1.846
5.97	91.64	-1.846
5.97	91.67	-1.847
5.97	91.71	-1.847
5.97	91.74	-1.847
5.97	91.77	-1.848
5.98	91.81	-1.848
5.98	91.84	-1.849
5.98	91.87	-1.849
5.98	91.91	-1.850
5.98	91.94	-1.851
5.98	91.97	-1.851
5.99	92.01	-1.852
5.99	92.04	-1.853
5.99	92.07	-1.853
5.99	92.11	-1.853
5.99	92.14	-1.854
5.99	92.17	-1.854
5.99	92.21	-1.855
6.00	92.24	-1.855
6.00	92.27	-1.855
6.00	92.31	-1.855
6.00	92.34	-1.856
6.00	92.37	-1.856
6.01	92.40	-1.856
6.01	92.44	-1.856
6.01	92.47	-1.856
6.01	92.51	-1.857
6.01	92.54	-1.857
6.01	92.57	-1.857
6.01	92.61	-1.858
6.02	92.64	-1.859
6.02	92.67	-1.859
6.02	92.70	-1.860
6.02	92.74	-1.861
6.02	92.77	-1.861
6.03	92.80	-1.862
6.03	92.84	-1.862
6.03	92.87	-1.863
6.03	92.90	-1.864
6.03	92.94	-1.864
6.03	92.97	-1.865
6.03	93.00	-1.865
6.04	93.04	-1.866
6.04	93.07	-1.866
6.04	93.10	-1.866
6.04	93.14	-1.867
6.04	93.17	-1.867
6.05	93.20	-1.867
6.05	93.24	-1.868
6.05	93.27	-1.868
6.05	93.30	-1.868
6.05	93.34	-1.869
6.05	93.37	-1.869
6.05	93.40	-1.869
6.06	93.44	-1.870
6.06	93.47	-1.870
6.06	93.50	-1.871
6.06	93.54	-1.871
6.06	93.57	-1.872
6.06	93.60	-1.873
6.07	93.64	-1.873
6.07	93.67	-1.873
6.07	93.70	-1.874
6.07	93.74	-1.874
6.07	93.77	-1.874
6.08	93.80	-1.875
6.08	93.84	-1.875
6.08	93.87	-1.876
6.08	93.90	-1.876
6.08	93.94	-1.877
6.08	93.97	-1.878
6.09	94.00	-1.879
6.09	94.04	-1.880
6.09	94.07	-1.880
6.09	94.10	-1.881
6.09	94.14	-1.881
6.09	94.17	-1.881
6.09	94.20	-1.882
6.10	94.24	-1.882
6.10	94.27	-1.883
6.10	94.30	-1.883
6.10	94.34	-1.884
6.10	94.37	-1.884
6.10	94.40	-1.885
6.11	94.44	-1.885
6.11	94.47	-1.886
6.11	94.50	-1.886
6.11	94.54	-1.886
6.11	94.57	-1.886
6.11	94.60	-1.887
6.12	94.64	-1.887
6.12	94.67	-1.888
6.12	94.70	-1.888
6.12	94.74	-1.889
6.12	94.77	-1.890
6.13	94.80	-1.891
6.13	94.84	-1.891
6.13	94.87	-1.892
6.13	94.90	-1.893
6.13	94.94	-1.893
6.13	94.97	-1.894
6.14	95.00	-1.895
6.14	95.04	-1.895
6.14	95.07	-1.896
6.14	95.10	-1.896
6.14	95.14	-1.896
6.14	95.17	-1.897
6.15	95.20	-1.897
6.15	95.24	-1.897
6.15	95.27	-1.898
6.15	95.30	-1.898
6.15	95.34	-1.899
6.15	95.37	-1.899
6.16	95.40	-1.900
6.16	95.43	-1.901
6.16	95.47	-1.902
6.16	95.50	-1.903
6.16	95.53	-1.904
6.16	95.57	-1.905
6.16	95.60	-1.905
6.17	95.63	-1.906
6.17	95.67	-1.906
6.17	95.70	-1.906
6.17	95.73	-1.907
6.17	95.77	-1.907
6.18	95.80	-1.907
6.18	95.83	-1.907
6.18	95.87	-1.908
6.18	95.90	-1.908
6.18	95.93	-1.908
6.18	95.97	-1.909
6.19	96.00	-1.909
6.19	96.03	-1.910
6.19	96.07	-1.910
6.19	96.10	-1.911
6.19	96.13	-1.911
6.19	96.17	-1.912
6.20	96.20	-1.912
6.20	96.23	-1.913
6.20	96.27	-1.914
6.20	96.30	-1.914
6.20	96.33	-1.914
6.20	96.37	-1.915
6.20	96.40	-1.915
6.21	96.43	-1.916
6.21	96.47	-1.917
6.21	96.50	-1.917
6.21	96.53	-1.918
6.21	96.57	-1.919
6.22	96.60	-1.919
6.22	96.63	-1.920
6.22	96.67	-1.920
6.22	96.70	-1.921
6.22	96.73	-1.922
6.22	96.77	-1.922
6.23	96.80	-1.923
6.23	96.83	-1.923
6.23	96.87	-1.924
6.23	96.90	-1.924
6.23	96.93	-1.925
6.23	96.97	-1.925
6.24	97.00	-1.926
6.24	97.03	-1.926
6.24	97.07	-1.927
6.24	97.10	-1.927
6.24	97.13	-1.928
6.24	97.17	-1.928
6.24	97.20	-1.929
6.25	97.23	-1.929
6.25	97.27	-1.930
6.25	97.30	-1.930
6.25	97.33	-1.931
6.25	97.37	-1.932
6.26	97.40	-1.932
6.26	97.43	-1.933
6.26	97.47	-1.933
6.26	97.50	-1.933
6.26	97.53	-1.934
6.26	97.56	-1.934
6.26	97.60	-1.934
6.27	97.63	-1.935
6.27	97.66	-1.935
6.27	97.70	-1.936
6.27	97.73	-1.936
6.27	97.76	-1.937
6.28	97.80	-1.937
6.28	97.83	-1.938
6.28	97.86	-1.939
6.28	97.90	-1.940
6.28	97.93	-1.941
6.28	97.96	-1.942
6.28	98.00	-1.943
6.29	98.03	-1.944
6.29	98.06	-1.944
6.29	98.10	-1.945
6.29	98.13	-1.946
6.29	98.16	-1.947
6.30	98.20	-1.947
6.30	98.23	-1.948
6.30	98.26	-1.948
6.30	98.30	-1.949
6.30	98.33	-1.949
6.30	98.36	-1.949
6.30	98.40	-1.949
6.31	98.43	-1.950
6.31	98.46	-1.950
6.31	98.50	-1.950
6.31	98.53	-1.951
6.31	98.56	-1.952
6.31	98.60	-1.953
6.32	98.63	-1.954
6.32	98.66	-1.956
6.32	98.70	-1.957
6.32	98.73	-1.958
6.32	98.76	-1.958
6.33	98.80	-1.959
6.33	98.83	-1.959
6.33	98.86	-1.959
6.33	98.90	-1.960
6.33	98.93	-1.960
6.33	98.96	-1.961
6.34	99.00	-1.961
6.34	99.03	-1.962
6.34	99.06	-1.963
6.34	99.10	-1.964
6.34	99.13	-1.965
6.34	99.16	-1.966
6.34	99.19	-1.967
6.35	99.23	-1.967
6.35	99.26	-1.968
6.35	99.29	-1.969
6.35	99.33	-1.970
6.35	99.36	-1.970
6.35	99.39	-1.970
6.36	99.43	-1.971
6.36	99.46	-1.971
6.36	99.49	-1.971
6.36	99.53	-1.972
6.36	99.56	-1.972
6.36	99.59	-1.973
6.37	99.63	-1.973
6.37	99.66	-1.974
6.37	99.69	-1.975
6.37	99.73	-1.976
6.37	99.76	-1.977
6.38	99.79	-1.978
6.38	99.83	-1.979
6.38	99.86	-1.980
6.38	99.89	-1.980
6.38	99.93	-1.981
6.38	99.96	-1.981
6.39	99.99	-1.982
6.39	100.03	-1.982
6.39	100.06	-1.982
6.39	100.09	-1.983
6.39	100.13	-1.983
6.39	100.16	-1.984
6.40	100.19	-1.985
6.40	100.23	-1.986
6.40	100.26	-1.987
6.40	100.29	-1.988
6.40	100.33	-1.989
6.40	100.36	-1.990
6.41	100.39	-1.990
6.41	100.43	-1.991
6.41	100.46	-1.992
6.41	100.49	-1.992
6.41	100.52	-1.993
6.41	100.56	-1.993
6.41	100.59	-1.994
6.42	100.62	-1.994
6.42	100.66	-1.995
6.42	100.69	-1.995
6.42	100.72	-1.996
6.42	100.76	-1.996
6.43	100.79	-1.997
6.43	100.82	-1.998
6.43	100.86	-1.999
6.43	100.89	-1.999
6.43	100.92	-2.000
6.43	100.96	-2.001
6.44	100.99	-2.002
6.44	101.02	-2.003
6.44	101.06	-2.003
6.44	101.09	-2.004
6.44	101.12	-2.005
6.44	101.16	-2.006
6.45	101.19	-2.007
6.45	101.22	-2.008
6.45	101.26	-2.009
6.45	101.29	-2.009
6.45	101.32	-2.010
6.45	101.36	-2.011
6.45	101.39	-2.012
6.46	101.42	-2.013
6.46	101.46	-2.014
6.46	101.49	-2.014
6.46	101.52	-2.016
6.46	101.56	-2.017
6.47	101.59	-2.018
6.47	101.62	-2.018
6.47	101.66	-2.019
6.47	101.69	-2.020
6.47	101.72	-2.021
6.47	101.76	-2.021
6.48	101.79	-2.022
6.48	101.82	-2.023
6.48	101.86	-2.024
6.48	101.89	-2.024
6.48	101.92	-2.025
6.48	101.95	-2.026
6.49	101.99	-2.026
6.49	102.02	-2.027
6.49	102.05	-2.028
6.49	102.09	-2.029
6.49	102.12	-2.030
6.49	102.15	-2.031
6.49	102.19	-2.031
6.50	102.22	-2.032
6.50	102.25	-2.032
6.50	102.29	-2.033
6.50	102.32	-2.033
6.50	102.35	-2.034
6.51	102.39	-2.034
6.51	102.42	-2.035
6.51	102.45	-2.036
6.51	102.49	-2.037
6.51	102.52	-2.038
6.51	102.55	-2.039
6.51	102.59	-2.040
6.52	102.62	-2.041
6.52	102.65	-2.043
6.52	102.69	-2.044
6.52	102.72	-2.044
6.52	102.75	-2.045
6.53	102.79	-2.046
6.53	102.82	-2.047
6.53	102.85	-2.047
6.53	102.89	-2.048
6.53	102.92	-2.048
6.53	102.95	-2.049
6.53	102.99	-2.050
6.54	103.02	-2.051
6.54	103.05	-2.051
6.54	103.09	-2.052
6.54	103.12	-2.053
6.54	103.15	-2.053
6.55	103.19	-2.054
6.55	103.22	-2.055
6.55	103.25	-2.056
6.55	103.29	-2.057
6.55	103.32	-2.058
6.55	103.35	-2.059
6.55	103.39	-2.060
6.56	103.42	-2.061
6.56	103.45	-2.062
6.56	103.48	-2.063
6.56	103.52	-2.064
6.56	103.55	-2.065
6.56	103.58	-2.065
6.57	103.62	-2.065
6.57	103.65	-2.066
6.57	103.68	-2.066
6.57	103.72	-2.067
6.57	103.75	-2.068
6.58	103.78	-2.069
6.58	103.82	-2.070
6.58	103.85	-2.072
6.58	103.88	-2.073
6.58	103.92	-2.074
6.58	103.95	-2.075
6.59	103.98	-2.076
6.59	104.02	-2.076
6.59	104.05	-2.076
6.59	104.08	-2.077
6.59	104.12	-2.077
6.59	104.15	-2.078
6.59	104.18	-2.079
6.60	104.22	-2.080
6.60	104.25	-2.081
6.60	104.28	-2.083
6.60	104.32	-2.084
6.60	104.35	-2.085
6.60	104.38	-2.085
6.61	104.42	-2.086
6.61	104.45	-2.086
6.61	104.48	-2.087
6.61	104.52	-2.087
6.61	104.55	-2.089
6.61	104.58	-2.090
6.62	104.62	-2.091
6.62	104.65	-2.092
6.62	104.68	-2.093
6.62	104.72	-2.094
6.62	104.75	-2.095
6.63	104.78	-2.096
6.63	104.81	-2.097
6.63	104.85	-2.098
6.63	104.88	-2.099
6.63	104.91	-2.100
6.63	104.95	-2.101
6.64	104.98	-2.102
6.64	105.01	-2.103
6.64	105.05	-2.104
6.64	105.08	-2.104
6.64	105.11	-2.105
6.64	105.15	-2.105
6.65	105.18	-2.106
6.65	105.21	-2.107
6.65	105.25	-2.108
6.65	105.28	-2.109
6.65	105.31	-2.110
6.65	105.35	-2.112
6.66	105.38	-2.113
6.66	105.41	-2.114
6.66	105.45	-2.115
6.66	105.48	-2.116
6.66	105.51	-2.117
6.66	105.55	-2.117
6.66	105.58	-2.118
6.67	105.61	-2.118
6.67	105.65	-2.119
6.67	105.68	-2.120
6.67	105.71	-2.121
6.67	105.75	-2.122
6.68	105.78	-2.123
6.68	105.81	-2.124
6.68	105.84	-2.125
6.68	105.88	-2.126
6.68	105.91	-2.127
6.68	105.94	-2.128
6.69	105.98	-2.128
6.69	106.01	-2.129
6.69	106.04	-2.130
6.69	106.08	-2.131
6.69	106.11	-2.131
6.69	106.14	-2.132
6.70	106.18	-2.133
6.70	106.21	-2.134
6.70	106.24	-2.135
6.70	106.28	-2.136
6.70	106.31	-2.137
6.70	106.34	-2.138
6.70	106.38	-2.139
6.71	106.41	-2.140
6.71	106.44	-2.141
6.71	106.48	-2.142
6.71	106.51	-2.144
6.71	106.54	-2.146
6.72	106.58	-2.149
6.72	106.61	-2.151
6.72	106.64	-2.152
6.72	106.67	-2.153
6.72	106.71	-2.153
6.72	106.74	-2.154
6.73	106.77	-2.154
6.73	106.81	-2.154
6.73	106.84	-2.155
6.73	106.87	-2.155
6.73	106.91	-2.156
6.73	106.94	-2.158
6.74	106.97	-2.160
6.74	107.01	-2.161
6.74	107.04	-2.163
6.74	107.07	-2.164
6.74	107.11	-2.165
6.74	107.14	-2.166
6.74	107.17	-2.166
6.75	107.21	-2.167
6.75	107.24	-2.168
6.75	107.27	-2.168
6.75	107.31	-2.169
6.75	107.34	-2.170
6.76	107.37	-2.172
6.76	107.41	-2.173
6.76	107.44	-2.174
6.76	107.47	-2.175
6.76	107.50	-2.176
6.76	107.54	-2.177
6.76	107.57	-2.178
6.77	107.60	-2.180
6.77	107.64	-2.181
6.77	107.67	-2.182
6.77	107.70	-2.184
6.77	107.74	-2.186
6.78	107.77	-2.187
6.78	107.80	-2.188
6.78	107.84	-2.189
6.78	107.87	-2.189
6.78	107.90	-2.190
6.78	107.94	-2.192
6.78	107.97	-2.193
6.79	108.00	-2.194
6.79	108.04	-2.195
6.79	108.07	-2.196
6.79	108.10	-2.197
6.79	108.13	-2.197
6.80	108.17	-2.198
6.80	108.20	-2.199
6.80	108.23	-2.201
6.80	108.27	-2.202
6.80	108.30	-2.204
6.80	108.33	-2.205
6.80	108.37	-2.206
6.81	108.40	-2.207
6.81	108.43	-2.209
6.81	108.47	-2.210
6.81	108.50	-2.211
6.81	108.53	-2.213
6.81	108.57	-2.214
6.82	108.60	-2.216
6.82	108.63	-2.216
6.82	108.67	-2.217
6.82	108.70	-2.218
6.82	108.73	-2.218
6.83	108.77	-2.220
6.83	108.80	-2.221
6.83	108.83	-2.222
6.83	108.87	-2.224
6.83	108.90	-2.226
6.83	108.93	-2.227
6.84	108.96	-2.230
6.84	109.00	-2.231
6.84	109.03	-2.233
6.84	109.06	-2.235
6.84	109.10	-2.236
6.84	109.13	-2.237
6.84	109.16	-2.238
6.85	109.20	-2.239
6.85	109.23	-2.240
6.85	109.26	-2.241
6.85	109.30	-2.242
6.85	109.33	-2.243
6.85	109.36	-2.245
6.86	109.40	-2.246
6.86	109.43	-2.248
6.86	109.46	-2.249
6.86	109.50	-2.251
6.86	109.53	-2.251
6.86	109.56	-2.252
6.87	109.59	-2.253
6.87	109.63	-2.254
6.87	109.66	-2.255
6.87	109.69	-2.257
6.87	109.73	-2.258
6.88	109.76	-2.260
6.88	109.79	-2.261
6.88	109.83	-2.263
6.88	109.86	-2.264
6.88	109.89	-2.265
6.88	109.93	-2.266
6.89	109.96	-2.268
6.89	109.99	-2.269
6.89	110.03	-2.270
6.89	110.06	-2.271
6.89	110.09	-2.273
6.89	110.13	-2.274
6.90	110.16	-2.275
6.90	110.19	-2.277
6.90	110.23	-2.278
6.90	110.26	-2.280
6.90	110.29	-2.281
6.90	110.32	-2.283
6.91	110.36	-2.284
6.91	110.39	-2.286
6.91	110.42	-2.288
6.91	110.46	-2.289
6.91	110.49	-2.290
6.91	110.52	-2.291
6.91	110.56	-2.292
6.92	110.59	-2.293
6.92	110.62	-2.294
6.92	110.66	-2.295
6.92	110.69	-2.295
6.92	110.72	-2.297
6.93	110.76	-2.299
6.93	110.79	-2.301
6.93	110.82	-2.303
6.93	110.85	-2.305
6.93	110.89	-2.307
6.93	110.92	-2.309
6.94	110.95	-2.311
6.94	110.99	-2.313
6.94	111.02	-2.314
6.94	111.05	-2.314
6.94	111.09	-2.315
6.94	111.12	-2.317
6.95	111.15	-2.317
6.95	111.19	-2.319
6.95	111.22	-2.321
6.95	111.25	-2.323
6.95	111.29	-2.325
6.95	111.32	-2.326
6.95	111.35	-2.328
6.96	111.39	-2.330
6.96	111.42	-2.332
6.96	111.45	-2.333
6.96	111.49	-2.334
6.96	111.52	-2.335
6.97	111.55	-2.336
6.97	111.58	-2.338
6.97	111.62	-2.338
6.97	111.65	-2.339
6.97	111.68	-2.341
6.97	111.72	-2.343
6.98	111.75	-2.344
6.98	111.78	-2.345
6.98	111.82	-2.348
6.98	111.85	-2.350
6.98	111.88	-2.352
6.98	111.92	-2.354
6.99	111.95	-2.356
6.99	111.98	-2.358
6.99	112.02	-2.359
6.99	112.05	-2.362
6.99	112.08	-2.363
6.99	112.11	-2.364
6.99	112.15	-2.365
7.00	112.18	-2.367
7.00	112.21	-2.368
7.00	112.25	-2.369
7.00	112.28	-2.370
7.00	112.31	-2.372
7.01	112.35	-2.375
7.01	112.38	-2.377
7.01	112.41	-2.379
7.01	112.45	-2.381
7.01	112.48	-2.382
7.01	112.51	-2.384
7.01	112.55	-2.385
7.02	112.58	-2.386
7.02	112.61	-2.387
7.02	112.64	-2.388
7.02	112.68	-2.391
7.02	112.71	-2.393
7.03	112.74	-2.394
7.03	112.78	-2.396
7.03	112.81	-2.397
7.03	112.84	-2.399
7.03	112.88	-2.401
7.03	112.91	-2.403
7.03	112.94	-2.404
7.04	112.98	-2.405
7.04	113.01	-2.407
7.04	113.04	-2.409
7.04	113.08	-2.411
7.04	113.11	-2.412
7.05	113.14	-2.413
7.05	113.17	-2.415
7.05	113.21	-2.417
7.05	113.24	-2.419
7.05	113.27	-2.421
7.05	113.31	-2.423
7.05	113.34	-2.425
7.06	113.37	-2.427
7.06	113.41	-2.429
7.06	113.44	-2.431
7.06	113.47	-2.433
7.06	113.51	-2.435
7.06	113.54	-2.436
7.07	113.57	-2.438
7.07	113.61	-2.440
7.07	113.64	-2.443
7.07	113.67	-2.445
7.07	113.70	-2.447
7.08	113.74	-2.449
7.08	113.77	-2.451
7.08	113.80	-2.452
7.08	113.84	-2.453
7.08	113.87	-2.454
7.08	113.90	-2.455
7.09	113.94	-2.456
7.09	113.97	-2.458
7.09	114.00	-2.460
7.09	114.04	-2.462
7.09	114.07	-2.465
7.09	114.10	-2.467
7.09	114.13	-2.469
7.10	114.17	-2.471
7.10	114.20	-2.473
7.10	114.23	-2.475
7.10	114.27	-2.477
7.10	114.30	-2.479
7.10	114.33	-2.481
7.11	114.37	-2.483
7.11	114.40	-2.485
7.11	114.43	-2.487
7.11	114.47	-2.490
7.11	114.50	-2.492
7.11	114.53	-2.493
7.12	114.57	-2.496
7.12	114.60	-2.498
7.12	114.63	-2.500
7.12	114.66	-2.502
7.12	114.70	-2.504
7.13	114.73	-2.506
7.13	114.76	-2.508
7.13	114.80	-2.510
7.13	114.83	-2.512
7.13	114.86	-2.514
7.13	114.90	-2.517
7.14	114.93	-2.520
7.14	114.96	-2.522
7.14	114.99	-2.524
7.14	115.03	-2.526
7.14	115.06	-2.528
7.14	115.09	-2.530
7.15	115.13	-2.532
7.15	115.16	-2.534
7.15	115.19	-2.536
7.15	115.23	-2.538
7.15	115.26	-2.540
7.15	115.29	-2.542
7.16	115.33	-2.544
7.16	115.36	-2.546
7.16	115.39	-2.547
7.16	115.43	-2.549
7.16	115.46	-2.552
7.16	115.49	-2.555
7.16	115.52	-2.558
7.17	115.56	-2.561
7.17	115.59	-2.565
7.17	115.62	-2.567
7.17	115.66	-2.569
7.17	115.69	-2.571
7.18	115.72	-2.573
7.18	115.76	-2.575
7.18	115.79	-2.577
7.18	115.82	-2.579
7.18	115.86	-2.581
7.18	115.89	-2.584
7.19	115.92	-2.587
7.19	115.95	-2.589
7.19	115.99	-2.592
7.19	116.02	-2.594
7.19	116.05	-2.597
7.19	116.09	-2.599
7.20	116.12	-2.602
7.20	116.15	-2.604
7.20	116.19	-2.607
7.20	116.22	-2.609
7.20	116.25	-2.612
7.20	116.28	-2.614
7.20	116.32	-2.617
7.21	116.35	-2.620
7.21	116.38	-2.622
7.21	116.42	-2.625
7.21	116.45	-2.627
7.21	116.48	-2.629
7.22	116.52	-2.631
7.22	116.55	-2.634
7.22	116.58	-2.636
7.22	116.62	-2.638
7.22	116.65	-2.640
7.22	116.68	-2.643
7.23	116.71	-2.646
7.23	116.75	-2.648
7.23	116.78	-2.651
7.23	116.81	-2.653
7.23	116.85	-2.655
7.23	116.88	-2.657
7.24	116.91	-2.660
7.24	116.95	-2.662
7.24	116.98	-2.665
7.24	117.01	-2.667
7.24	117.04	-2.670
7.24	117.08	-2.672
7.24	117.11	-2.675
7.25	117.14	-2.679
7.25	117.18	-2.682
7.25	117.21	-2.686
7.25	117.24	-2.689
7.25	117.27	-2.692
7.26	117.31	-2.696
7.26	117.34	-2.698
7.26	117.37	-2.701
7.26	117.41	-2.704
7.26	117.44	-2.707
7.26	117.47	-2.709
7.26	117.51	-2.712
7.27	117.54	-2.713
7.27	117.57	-2.715
7.27	117.60	-2.718
7.27	117.64	-2.721
7.27	117.67	-2.723
7.28	117.70	-2.726
7.28	117.74	-2.729
7.28	117.77	-2.732
7.28	117.80	-2.734
7.28	117.84	-2.738
7.28	117.87	-2.742
7.28	117.90	-2.745
7.29	117.93	-2.748
7.29	117.97	-2.751
7.29	118.00	-2.755
7.29	118.03	-2.758
7.29	118.07	-2.761
7.30	118.10	-2.765
7.30	118.13	-2.767
7.30	118.16	-2.771
7.30	118.20	-2.773
7.30	118.23	-2.776
7.30	118.26	-2.778
7.30	118.30	-2.781
7.31	118.33	-2.784
7.31	118.36	-2.787
7.31	118.40	-2.790
7.31	118.43	-2.793
7.31	118.46	-2.797
7.31	118.49	-2.800
7.32	118.53	-2.803
7.32	118.56	-2.807
7.32	118.59	-2.810
7.32	118.63	-2.813
7.32	118.66	-2.817
7.33	118.69	-2.821
7.33	118.72	-2.824
7.33	118.76	-2.827
7.33	118.79	-2.830
7.33	118.82	-2.833
7.33	118.86	-2.836
7.34	118.89	-2.839
7.34	118.92	-2.842
7.34	118.95	-2.845
7.34	118.99	-2.848
7.34	119.02	-2.852
7.34	119.05	-2.856
7.34	119.09	-2.859
7.35	119.12	-2.863
7.35	119.15	-2.867
7.35	119.18	-2.871
7.35	119.22	-2.875
7.35	119.25	-2.877
7.35	119.28	-2.880
7.36	119.32	-2.884
7.36	119.35	-2.888
7.36	119.38	-2.892
7.36	119.41	-2.895
7.36	119.45	-2.900
7.36	119.48	-2.903
7.37	119.51	-2.908
7.37	119.54	-2.911
7.37	119.58	-2.915
7.37	119.61	-2.919
7.37	119.64	-2.923
7.38	119.68	-2.926
7.38	119.71	-2.930
7.38	119.74	-2.933
7.38	119.77	-2.937
7.38	119.81	-2.941
7.38	119.84	-2.944
7.39	119.87	-2.947
7.39	119.91	-2.951
7.39	119.94	-2.955
7.39	119.97	-2.959
7.39	120.00	-2.963
7.39	120.04	-2.968
7.40	120.07	-2.972
7.40	120.10	-2.975
7.40	120.14	-2.979
7.40	120.17	-2.983
7.40	120.20	-2.987
7.40	120.23	-2.991
7.41	120.27	-2.995
7.41	120.30	-3.000
7.41	120.33	-3.005
7.41	120.36	-3.009
7.41	120.40	-3.014
