Filename	Black foam
Instrument name	Discovery DSC
Operator	
rundate	4/22/2026
Sample name	Black foam
proceduresegments	Equilibrate -25.00 °C; Data On; Ramp 20.00 °C/min to 280.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to -25.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to 280.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to -25.00 °C; Data Off
[step]
Ramp 20.00 °C/min to 280.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00	-24.84	0.344
0.00	-24.84	0.344
0.00	-24.84	0.344
0.00	-24.85	0.343
0.01	-24.85	0.343
0.01	-24.85	0.343
0.01	-24.85	0.342
0.01	-24.85	0.341
0.01	-24.85	0.340
0.01	-24.85	0.339
0.02	-24.85	0.338
0.02	-24.85	0.337
0.02	-24.85	0.336
0.02	-24.85	0.336
0.02	-24.85	0.335
0.03	-24.85	0.335
0.03	-24.85	0.334
0.03	-24.85	0.333
0.03	-24.85	0.332
0.03	-24.85	0.330
0.03	-24.84	0.329
0.03	-24.84	0.327
0.04	-24.84	0.326
0.04	-24.84	0.325
0.04	-24.84	0.324
0.04	-24.84	0.322
0.04	-24.83	0.320
0.05	-24.83	0.318
0.05	-24.83	0.314
0.05	-24.83	0.310
0.05	-24.82	0.305
0.05	-24.82	0.301
0.05	-24.81	0.296
0.05	-24.81	0.291
0.06	-24.80	0.284
0.06	-24.80	0.277
0.06	-24.79	0.270
0.06	-24.79	0.263
0.06	-24.78	0.254
0.06	-24.77	0.245
0.07	-24.77	0.236
0.07	-24.76	0.226
0.07	-24.75	0.216
0.07	-24.74	0.204
0.07	-24.73	0.193
0.08	-24.72	0.180
0.08	-24.71	0.167
0.08	-24.70	0.153
0.08	-24.69	0.139
0.08	-24.68	0.124
0.08	-24.67	0.109
0.08	-24.66	0.092
0.09	-24.64	0.077
0.09	-24.63	0.060
0.09	-24.62	0.043
0.09	-24.60	0.024
0.09	-24.59	0.006
0.09	-24.57	-0.012
0.10	-24.55	-0.031
0.10	-24.54	-0.049
0.10	-24.52	-0.068
0.10	-24.50	-0.086
0.10	-24.49	-0.105
0.10	-24.47	-0.124
0.11	-24.45	-0.141
0.11	-24.43	-0.160
0.11	-24.41	-0.179
0.11	-24.39	-0.198
0.11	-24.37	-0.218
0.12	-24.35	-0.237
0.12	-24.33	-0.256
0.12	-24.31	-0.274
0.12	-24.29	-0.292
0.12	-24.27	-0.310
0.12	-24.25	-0.328
0.13	-24.23	-0.345
0.13	-24.20	-0.362
0.13	-24.18	-0.378
0.13	-24.16	-0.394
0.13	-24.14	-0.409
0.13	-24.11	-0.425
0.14	-24.09	-0.439
0.14	-24.06	-0.453
0.14	-24.04	-0.467
0.14	-24.02	-0.480
0.14	-23.99	-0.494
0.14	-23.97	-0.505
0.14	-23.94	-0.517
0.15	-23.92	-0.529
0.15	-23.90	-0.540
0.15	-23.87	-0.551
0.15	-23.85	-0.561
0.15	-23.82	-0.572
0.16	-23.80	-0.581
0.16	-23.77	-0.591
0.16	-23.74	-0.600
0.16	-23.72	-0.608
0.16	-23.69	-0.616
0.16	-23.67	-0.623
0.17	-23.64	-0.630
0.17	-23.62	-0.637
0.17	-23.59	-0.644
0.17	-23.56	-0.650
0.17	-23.54	-0.657
0.17	-23.51	-0.663
0.18	-23.48	-0.669
0.18	-23.46	-0.675
0.18	-23.43	-0.682
0.18	-23.40	-0.687
0.18	-23.38	-0.692
0.18	-23.35	-0.698
0.19	-23.32	-0.703
0.19	-23.30	-0.708
0.19	-23.27	-0.713
0.19	-23.24	-0.717
0.19	-23.21	-0.721
0.19	-23.19	-0.726
0.19	-23.16	-0.730
0.20	-23.13	-0.735
0.20	-23.10	-0.740
0.20	-23.08	-0.744
0.20	-23.05	-0.748
0.20	-23.02	-0.752
0.21	-22.99	-0.757
0.21	-22.96	-0.761
0.21	-22.93	-0.764
0.21	-22.91	-0.768
0.21	-22.88	-0.772
0.21	-22.85	-0.776
0.22	-22.82	-0.780
0.22	-22.79	-0.785
0.22	-22.76	-0.790
0.22	-22.73	-0.794
0.22	-22.71	-0.798
0.22	-22.68	-0.802
0.23	-22.65	-0.805
0.23	-22.62	-0.809
0.23	-22.59	-0.813
0.23	-22.56	-0.816
0.23	-22.53	-0.820
0.23	-22.50	-0.823
0.24	-22.47	-0.826
0.24	-22.44	-0.830
0.24	-22.41	-0.834
0.24	-22.38	-0.838
0.24	-22.35	-0.842
0.24	-22.32	-0.847
0.25	-22.29	-0.850
0.25	-22.26	-0.854
0.25	-22.23	-0.857
0.25	-22.20	-0.860
0.25	-22.17	-0.863
0.25	-22.14	-0.865
0.25	-22.11	-0.869
0.26	-22.08	-0.872
0.26	-22.05	-0.875
0.26	-22.02	-0.878
0.26	-21.99	-0.880
0.26	-21.96	-0.884
0.26	-21.93	-0.887
0.27	-21.90	-0.889
0.27	-21.87	-0.891
0.27	-21.84	-0.893
0.27	-21.81	-0.895
0.27	-21.78	-0.897
0.28	-21.75	-0.900
0.28	-21.72	-0.904
0.28	-21.68	-0.907
0.28	-21.65	-0.909
0.28	-21.62	-0.911
0.28	-21.59	-0.913
0.29	-21.56	-0.915
0.29	-21.53	-0.917
0.29	-21.50	-0.919
0.29	-21.47	-0.921
0.29	-21.44	-0.922
0.29	-21.41	-0.925
0.29	-21.37	-0.926
0.30	-21.34	-0.928
0.30	-21.31	-0.929
0.30	-21.28	-0.931
0.30	-21.25	-0.932
0.30	-21.22	-0.933
0.31	-21.19	-0.935
0.31	-21.16	-0.936
0.31	-21.12	-0.938
0.31	-21.09	-0.940
0.31	-21.06	-0.942
0.31	-21.03	-0.944
0.31	-21.00	-0.946
0.32	-20.97	-0.947
0.32	-20.94	-0.949
0.32	-20.90	-0.950
0.32	-20.87	-0.952
0.32	-20.84	-0.953
0.33	-20.81	-0.953
0.33	-20.78	-0.955
0.33	-20.75	-0.956
0.33	-20.71	-0.957
0.33	-20.68	-0.958
0.33	-20.65	-0.960
0.34	-20.62	-0.960
0.34	-20.59	-0.962
0.34	-20.56	-0.964
0.34	-20.53	-0.965
0.34	-20.49	-0.966
0.34	-20.46	-0.968
0.35	-20.43	-0.969
0.35	-20.40	-0.970
0.35	-20.37	-0.971
0.35	-20.33	-0.972
0.35	-20.30	-0.973
0.35	-20.27	-0.974
0.35	-20.24	-0.975
0.36	-20.21	-0.977
0.36	-20.18	-0.978
0.36	-20.14	-0.980
0.36	-20.11	-0.981
0.36	-20.08	-0.982
0.37	-20.05	-0.983
0.37	-20.02	-0.984
0.37	-19.98	-0.985
0.37	-19.95	-0.986
0.37	-19.92	-0.986
0.37	-19.89	-0.987
0.38	-19.86	-0.988
0.38	-19.82	-0.990
0.38	-19.79	-0.992
0.38	-19.76	-0.993
0.38	-19.73	-0.995
0.38	-19.70	-0.996
0.38	-19.66	-0.996
0.39	-19.63	-0.997
0.39	-19.60	-0.998
0.39	-19.57	-0.999
0.39	-19.54	-0.999
0.39	-19.50	-0.999
0.40	-19.47	-1.000
0.40	-19.44	-1.001
0.40	-19.41	-1.002
0.40	-19.38	-1.003
0.40	-19.34	-1.004
0.40	-19.31	-1.005
0.40	-19.28	-1.007
0.41	-19.25	-1.008
0.41	-19.21	-1.008
0.41	-19.18	-1.009
0.41	-19.15	-1.010
0.41	-19.12	-1.010
0.41	-19.09	-1.011
0.42	-19.05	-1.012
0.42	-19.02	-1.012
0.42	-18.99	-1.013
0.42	-18.96	-1.014
0.42	-18.92	-1.015
0.43	-18.89	-1.016
0.43	-18.86	-1.017
0.43	-18.83	-1.018
0.43	-18.79	-1.018
0.43	-18.76	-1.019
0.43	-18.73	-1.019
0.44	-18.70	-1.020
0.44	-18.67	-1.021
0.44	-18.63	-1.022
0.44	-18.60	-1.024
0.44	-18.57	-1.025
0.44	-18.54	-1.026
0.44	-18.50	-1.027
0.45	-18.47	-1.028
0.45	-18.44	-1.028
0.45	-18.41	-1.029
0.45	-18.38	-1.030
0.45	-18.34	-1.030
0.46	-18.31	-1.031
0.46	-18.28	-1.031
0.46	-18.25	-1.032
0.46	-18.21	-1.032
0.46	-18.18	-1.033
0.46	-18.15	-1.033
0.46	-18.12	-1.033
0.47	-18.08	-1.034
0.47	-18.05	-1.035
0.47	-18.02	-1.036
0.47	-17.99	-1.036
0.47	-17.95	-1.037
0.48	-17.92	-1.038
0.48	-17.89	-1.039
0.48	-17.86	-1.039
0.48	-17.82	-1.040
0.48	-17.79	-1.041
0.48	-17.76	-1.041
0.49	-17.73	-1.042
0.49	-17.70	-1.043
0.49	-17.66	-1.043
0.49	-17.63	-1.044
0.49	-17.60	-1.045
0.49	-17.57	-1.046
0.50	-17.53	-1.047
0.50	-17.50	-1.047
0.50	-17.47	-1.048
0.50	-17.44	-1.049
0.50	-17.40	-1.050
0.50	-17.37	-1.050
0.50	-17.34	-1.051
0.51	-17.31	-1.052
0.51	-17.27	-1.052
0.51	-17.24	-1.053
0.51	-17.21	-1.053
0.51	-17.18	-1.054
0.51	-17.14	-1.054
0.52	-17.11	-1.055
0.52	-17.08	-1.055
0.52	-17.05	-1.056
0.52	-17.01	-1.057
0.52	-16.98	-1.057
0.52	-16.95	-1.058
0.53	-16.92	-1.059
0.53	-16.88	-1.059
0.53	-16.85	-1.060
0.53	-16.82	-1.060
0.53	-16.79	-1.060
0.54	-16.75	-1.061
0.54	-16.72	-1.061
0.54	-16.69	-1.061
0.54	-16.66	-1.062
0.54	-16.62	-1.062
0.54	-16.59	-1.063
0.55	-16.56	-1.064
0.55	-16.53	-1.065
0.55	-16.49	-1.065
0.55	-16.46	-1.066
0.55	-16.43	-1.067
0.55	-16.40	-1.068
0.55	-16.36	-1.068
0.56	-16.33	-1.069
0.56	-16.30	-1.070
0.56	-16.26	-1.070
0.56	-16.23	-1.071
0.56	-16.20	-1.071
0.57	-16.17	-1.072
0.57	-16.13	-1.073
0.57	-16.10	-1.074
0.57	-16.07	-1.075
0.57	-16.04	-1.075
0.57	-16.00	-1.076
0.58	-15.97	-1.076
0.58	-15.94	-1.077
0.58	-15.91	-1.077
0.58	-15.87	-1.078
0.58	-15.84	-1.079
0.58	-15.81	-1.079
0.58	-15.78	-1.080
0.59	-15.74	-1.080
0.59	-15.71	-1.081
0.59	-15.68	-1.081
0.59	-15.64	-1.082
0.59	-15.61	-1.082
0.60	-15.58	-1.083
0.60	-15.55	-1.083
0.60	-15.51	-1.083
0.60	-15.48	-1.084
0.60	-15.45	-1.084
0.60	-15.42	-1.084
0.61	-15.38	-1.085
0.61	-15.35	-1.085
0.61	-15.32	-1.085
0.61	-15.29	-1.086
0.61	-15.25	-1.086
0.61	-15.22	-1.087
0.62	-15.19	-1.087
0.62	-15.16	-1.088
0.62	-15.12	-1.088
0.62	-15.09	-1.089
0.62	-15.06	-1.089
0.62	-15.03	-1.090
0.63	-14.99	-1.091
0.63	-14.96	-1.092
0.63	-14.93	-1.093
0.63	-14.89	-1.093
0.63	-14.86	-1.094
0.63	-14.83	-1.095
0.63	-14.80	-1.096
0.64	-14.76	-1.096
0.64	-14.73	-1.097
0.64	-14.70	-1.097
0.64	-14.67	-1.097
0.64	-14.63	-1.097
0.64	-14.60	-1.098
0.65	-14.57	-1.098
0.65	-14.53	-1.098
0.65	-14.50	-1.099
0.65	-14.47	-1.100
0.65	-14.44	-1.100
0.65	-14.40	-1.101
0.66	-14.37	-1.101
0.66	-14.34	-1.102
0.66	-14.31	-1.103
0.66	-14.27	-1.103
0.66	-14.24	-1.103
0.67	-14.21	-1.104
0.67	-14.17	-1.105
0.67	-14.14	-1.105
0.67	-14.11	-1.106
0.67	-14.08	-1.106
0.67	-14.04	-1.107
0.68	-14.01	-1.108
0.68	-13.98	-1.109
0.68	-13.95	-1.109
0.68	-13.91	-1.110
0.68	-13.88	-1.110
0.68	-13.85	-1.111
0.68	-13.82	-1.111
0.69	-13.78	-1.112
0.69	-13.75	-1.112
0.69	-13.72	-1.112
0.69	-13.68	-1.113
0.69	-13.65	-1.113
0.70	-13.62	-1.114
0.70	-13.59	-1.114
0.70	-13.55	-1.115
0.70	-13.52	-1.115
0.70	-13.49	-1.115
0.70	-13.46	-1.115
0.70	-13.42	-1.116
0.71	-13.39	-1.116
0.71	-13.36	-1.116
0.71	-13.32	-1.117
0.71	-13.29	-1.117
0.71	-13.26	-1.118
0.71	-13.23	-1.118
0.72	-13.19	-1.119
0.72	-13.16	-1.119
0.72	-13.13	-1.120
0.72	-13.09	-1.120
0.72	-13.06	-1.121
0.73	-13.03	-1.122
0.73	-13.00	-1.122
0.73	-12.96	-1.123
0.73	-12.93	-1.124
0.73	-12.90	-1.125
0.73	-12.87	-1.126
0.74	-12.83	-1.126
0.74	-12.80	-1.127
0.74	-12.77	-1.127
0.74	-12.73	-1.127
0.74	-12.70	-1.128
0.74	-12.67	-1.128
0.75	-12.64	-1.128
0.75	-12.60	-1.129
0.75	-12.57	-1.129
0.75	-12.54	-1.130
0.75	-12.50	-1.130
0.75	-12.47	-1.131
0.75	-12.44	-1.131
0.76	-12.41	-1.131
0.76	-12.37	-1.132
0.76	-12.34	-1.132
0.76	-12.31	-1.132
0.76	-12.27	-1.133
0.76	-12.24	-1.133
0.77	-12.21	-1.134
0.77	-12.18	-1.134
0.77	-12.14	-1.135
0.77	-12.11	-1.135
0.77	-12.08	-1.136
0.78	-12.04	-1.136
0.78	-12.01	-1.137
0.78	-11.98	-1.137
0.78	-11.95	-1.138
0.78	-11.91	-1.138
0.78	-11.88	-1.138
0.79	-11.85	-1.139
0.79	-11.82	-1.139
0.79	-11.78	-1.139
0.79	-11.75	-1.140
0.79	-11.72	-1.140
0.79	-11.68	-1.141
0.80	-11.65	-1.141
0.80	-11.62	-1.142
0.80	-11.59	-1.142
0.80	-11.55	-1.142
0.80	-11.52	-1.143
0.80	-11.49	-1.143
0.80	-11.45	-1.143
0.81	-11.42	-1.143
0.81	-11.39	-1.144
0.81	-11.35	-1.144
0.81	-11.32	-1.145
0.81	-11.29	-1.145
0.82	-11.26	-1.146
0.82	-11.22	-1.147
0.82	-11.19	-1.148
0.82	-11.16	-1.149
0.82	-11.12	-1.149
0.82	-11.09	-1.150
0.83	-11.06	-1.150
0.83	-11.03	-1.150
0.83	-10.99	-1.150
0.83	-10.96	-1.151
0.83	-10.93	-1.151
0.83	-10.89	-1.151
0.83	-10.86	-1.151
0.84	-10.83	-1.152
0.84	-10.80	-1.152
0.84	-10.76	-1.152
0.84	-10.73	-1.153
0.84	-10.70	-1.153
0.85	-10.66	-1.153
0.85	-10.63	-1.154
0.85	-10.60	-1.154
0.85	-10.57	-1.155
0.85	-10.53	-1.156
0.85	-10.50	-1.157
0.86	-10.47	-1.157
0.86	-10.43	-1.158
0.86	-10.40	-1.158
0.86	-10.37	-1.159
0.86	-10.34	-1.159
0.86	-10.30	-1.159
0.87	-10.27	-1.159
0.87	-10.24	-1.160
0.87	-10.20	-1.160
0.87	-10.17	-1.160
0.87	-10.14	-1.160
0.87	-10.10	-1.161
0.88	-10.07	-1.161
0.88	-10.04	-1.162
0.88	-10.01	-1.162
0.88	-9.97	-1.162
0.88	-9.94	-1.163
0.88	-9.91	-1.163
0.88	-9.88	-1.163
0.89	-9.84	-1.163
0.89	-9.81	-1.164
0.89	-9.78	-1.164
0.89	-9.74	-1.164
0.89	-9.71	-1.165
0.89	-9.68	-1.165
0.90	-9.64	-1.166
0.90	-9.61	-1.166
0.90	-9.58	-1.166
0.90	-9.55	-1.167
0.90	-9.51	-1.167
0.90	-9.48	-1.167
0.91	-9.45	-1.168
0.91	-9.41	-1.168
0.91	-9.38	-1.169
0.91	-9.35	-1.169
0.91	-9.32	-1.170
0.92	-9.28	-1.171
0.92	-9.25	-1.171
0.92	-9.22	-1.172
0.92	-9.18	-1.172
0.92	-9.15	-1.172
0.92	-9.12	-1.173
0.93	-9.09	-1.173
0.93	-9.05	-1.173
0.93	-9.02	-1.173
0.93	-8.99	-1.174
0.93	-8.95	-1.174
0.93	-8.92	-1.174
0.93	-8.89	-1.175
0.94	-8.85	-1.175
0.94	-8.82	-1.176
0.94	-8.79	-1.176
0.94	-8.76	-1.177
0.94	-8.72	-1.177
0.95	-8.69	-1.178
0.95	-8.66	-1.178
0.95	-8.62	-1.179
0.95	-8.59	-1.179
0.95	-8.56	-1.179
0.95	-8.52	-1.180
0.95	-8.49	-1.180
0.96	-8.46	-1.180
0.96	-8.43	-1.181
0.96	-8.39	-1.181
0.96	-8.36	-1.181
0.96	-8.33	-1.182
0.96	-8.29	-1.182
0.97	-8.26	-1.183
0.97	-8.23	-1.183
0.97	-8.20	-1.184
0.97	-8.16	-1.184
0.97	-8.13	-1.185
0.98	-8.10	-1.185
0.98	-8.06	-1.186
0.98	-8.03	-1.186
0.98	-8.00	-1.187
0.98	-7.96	-1.187
0.98	-7.93	-1.188
0.99	-7.90	-1.188
0.99	-7.87	-1.188
0.99	-7.83	-1.188
0.99	-7.80	-1.189
0.99	-7.77	-1.189
0.99	-7.73	-1.189
1.00	-7.70	-1.190
1.00	-7.67	-1.190
1.00	-7.63	-1.190
1.00	-7.60	-1.191
1.00	-7.57	-1.191
1.00	-7.54	-1.191
1.00	-7.50	-1.191
1.01	-7.47	-1.192
1.01	-7.44	-1.192
1.01	-7.40	-1.193
1.01	-7.37	-1.193
1.01	-7.34	-1.193
1.01	-7.30	-1.193
1.02	-7.27	-1.194
1.02	-7.24	-1.194
1.02	-7.21	-1.194
1.02	-7.17	-1.195
1.02	-7.14	-1.195
1.03	-7.11	-1.195
1.03	-7.07	-1.195
1.03	-7.04	-1.195
1.03	-7.01	-1.196
1.03	-6.97	-1.196
1.03	-6.94	-1.196
1.03	-6.91	-1.197
1.04	-6.87	-1.197
1.04	-6.84	-1.197
1.04	-6.81	-1.197
1.04	-6.78	-1.198
1.04	-6.74	-1.198
1.04	-6.71	-1.198
1.05	-6.68	-1.199
1.05	-6.64	-1.199
1.05	-6.61	-1.199
1.05	-6.58	-1.200
1.05	-6.54	-1.200
1.05	-6.51	-1.200
1.06	-6.48	-1.201
1.06	-6.45	-1.202
1.06	-6.41	-1.202
1.06	-6.38	-1.203
1.06	-6.35	-1.203
1.07	-6.31	-1.203
1.07	-6.28	-1.204
1.07	-6.25	-1.204
1.07	-6.21	-1.204
1.07	-6.18	-1.205
1.07	-6.15	-1.205
1.08	-6.12	-1.205
1.08	-6.08	-1.205
1.08	-6.05	-1.206
1.08	-6.02	-1.206
1.08	-5.98	-1.206
1.08	-5.95	-1.206
1.09	-5.92	-1.206
1.09	-5.88	-1.207
1.09	-5.85	-1.207
1.09	-5.82	-1.207
1.09	-5.78	-1.208
1.09	-5.75	-1.208
1.10	-5.72	-1.208
1.10	-5.69	-1.209
1.10	-5.65	-1.209
1.10	-5.62	-1.210
1.10	-5.59	-1.211
1.10	-5.55	-1.211
1.11	-5.52	-1.211
1.11	-5.49	-1.212
1.11	-5.45	-1.212
1.11	-5.42	-1.212
1.11	-5.39	-1.212
1.11	-5.35	-1.212
1.12	-5.32	-1.212
1.12	-5.29	-1.213
1.12	-5.26	-1.213
1.12	-5.22	-1.214
1.12	-5.19	-1.214
1.12	-5.16	-1.215
1.13	-5.12	-1.215
1.13	-5.09	-1.216
1.13	-5.06	-1.216
1.13	-5.02	-1.217
1.13	-4.99	-1.217
1.13	-4.96	-1.217
1.13	-4.92	-1.218
1.14	-4.89	-1.218
1.14	-4.86	-1.218
1.14	-4.83	-1.219
1.14	-4.79	-1.219
1.14	-4.76	-1.219
1.14	-4.73	-1.219
1.15	-4.69	-1.219
1.15	-4.66	-1.220
1.15	-4.63	-1.220
1.15	-4.59	-1.220
1.15	-4.56	-1.221
1.15	-4.53	-1.221
1.16	-4.49	-1.221
1.16	-4.46	-1.222
1.16	-4.43	-1.222
1.16	-4.40	-1.222
1.16	-4.36	-1.223
1.16	-4.33	-1.223
1.17	-4.30	-1.224
1.17	-4.26	-1.224
1.17	-4.23	-1.225
1.17	-4.20	-1.225
1.17	-4.16	-1.226
1.18	-4.13	-1.226
1.18	-4.10	-1.227
1.18	-4.06	-1.227
1.18	-4.03	-1.227
1.18	-4.00	-1.227
1.18	-3.97	-1.228
1.18	-3.93	-1.228
1.19	-3.90	-1.228
1.19	-3.87	-1.228
1.19	-3.83	-1.228
1.19	-3.80	-1.228
1.19	-3.77	-1.228
1.20	-3.73	-1.228
1.20	-3.70	-1.228
1.20	-3.67	-1.229
1.20	-3.63	-1.229
1.20	-3.60	-1.229
1.20	-3.57	-1.230
1.21	-3.54	-1.230
1.21	-3.50	-1.230
1.21	-3.47	-1.230
1.21	-3.44	-1.231
1.21	-3.40	-1.231
1.21	-3.37	-1.231
1.22	-3.34	-1.231
1.22	-3.30	-1.231
1.22	-3.27	-1.232
1.22	-3.24	-1.232
1.22	-3.20	-1.233
1.22	-3.17	-1.233
1.23	-3.14	-1.233
1.23	-3.10	-1.234
1.23	-3.07	-1.234
1.23	-3.04	-1.234
1.23	-3.01	-1.234
1.23	-2.97	-1.235
1.23	-2.94	-1.235
1.24	-2.91	-1.235
1.24	-2.87	-1.235
1.24	-2.84	-1.235
1.24	-2.81	-1.236
1.24	-2.77	-1.236
1.24	-2.74	-1.236
1.25	-2.71	-1.237
1.25	-2.67	-1.237
1.25	-2.64	-1.238
1.25	-2.61	-1.238
1.25	-2.57	-1.238
1.26	-2.54	-1.239
1.26	-2.51	-1.239
1.26	-2.47	-1.239
1.26	-2.44	-1.240
1.26	-2.41	-1.240
1.26	-2.37	-1.240
1.27	-2.34	-1.240
1.27	-2.31	-1.240
1.27	-2.28	-1.241
1.27	-2.24	-1.241
1.27	-2.21	-1.241
1.27	-2.18	-1.242
1.28	-2.14	-1.242
1.28	-2.11	-1.242
1.28	-2.08	-1.243
1.28	-2.04	-1.243
1.28	-2.01	-1.243
1.28	-1.98	-1.244
1.28	-1.94	-1.244
1.29	-1.91	-1.244
1.29	-1.88	-1.244
1.29	-1.84	-1.245
1.29	-1.81	-1.245
1.29	-1.78	-1.245
1.29	-1.75	-1.245
1.30	-1.71	-1.245
1.30	-1.68	-1.245
1.30	-1.65	-1.245
1.30	-1.61	-1.246
1.30	-1.58	-1.246
1.30	-1.55	-1.246
1.31	-1.51	-1.246
1.31	-1.48	-1.246
1.31	-1.45	-1.247
1.31	-1.41	-1.247
1.31	-1.38	-1.247
1.32	-1.35	-1.247
1.32	-1.31	-1.248
1.32	-1.28	-1.248
1.32	-1.25	-1.248
1.32	-1.21	-1.248
1.32	-1.18	-1.249
1.33	-1.15	-1.249
1.33	-1.12	-1.249
1.33	-1.08	-1.249
1.33	-1.05	-1.250
1.33	-1.02	-1.250
1.33	-0.98	-1.250
1.34	-0.95	-1.251
1.34	-0.92	-1.251
1.34	-0.88	-1.251
1.34	-0.85	-1.252
1.34	-0.82	-1.252
1.34	-0.78	-1.252
1.35	-0.75	-1.252
1.35	-0.72	-1.252
1.35	-0.68	-1.252
1.35	-0.65	-1.253
1.35	-0.62	-1.253
1.35	-0.59	-1.253
1.36	-0.55	-1.253
1.36	-0.52	-1.253
1.36	-0.49	-1.254
1.36	-0.45	-1.254
1.36	-0.42	-1.254
1.36	-0.39	-1.255
1.37	-0.35	-1.255
1.37	-0.32	-1.256
1.37	-0.29	-1.256
1.37	-0.25	-1.256
1.37	-0.22	-1.256
1.37	-0.19	-1.256
1.38	-0.15	-1.257
1.38	-0.12	-1.257
1.38	-0.09	-1.257
1.38	-0.05	-1.257
1.38	-0.02	-1.257
1.38	0.01	-1.258
1.38	0.05	-1.258
1.39	0.08	-1.259
1.39	0.11	-1.260
1.39	0.14	-1.260
1.39	0.18	-1.261
1.39	0.21	-1.261
1.39	0.24	-1.261
1.40	0.28	-1.261
1.40	0.31	-1.261
1.40	0.34	-1.262
1.40	0.38	-1.262
1.40	0.41	-1.262
1.40	0.44	-1.262
1.41	0.48	-1.262
1.41	0.51	-1.262
1.41	0.54	-1.262
1.41	0.58	-1.263
1.41	0.61	-1.263
1.41	0.64	-1.263
1.42	0.68	-1.263
1.42	0.71	-1.264
1.42	0.74	-1.264
1.42	0.78	-1.264
1.42	0.81	-1.264
1.43	0.84	-1.265
1.43	0.87	-1.265
1.43	0.91	-1.265
1.43	0.94	-1.266
1.43	0.97	-1.266
1.43	1.01	-1.266
1.43	1.04	-1.266
1.44	1.07	-1.267
1.44	1.11	-1.267
1.44	1.14	-1.267
1.44	1.17	-1.267
1.44	1.21	-1.268
1.45	1.24	-1.268
1.45	1.27	-1.268
1.45	1.31	-1.268
1.45	1.34	-1.269
1.45	1.37	-1.269
1.45	1.41	-1.269
1.46	1.44	-1.269
1.46	1.47	-1.270
1.46	1.51	-1.270
1.46	1.54	-1.270
1.46	1.57	-1.270
1.46	1.61	-1.270
1.47	1.64	-1.271
1.47	1.67	-1.271
1.47	1.71	-1.271
1.47	1.74	-1.272
1.47	1.77	-1.272
1.47	1.80	-1.272
1.48	1.84	-1.272
1.48	1.87	-1.273
1.48	1.90	-1.273
1.48	1.94	-1.273
1.48	1.97	-1.273
1.48	2.00	-1.273
1.48	2.04	-1.274
1.49	2.07	-1.274
1.49	2.10	-1.274
1.49	2.14	-1.275
1.49	2.17	-1.275
1.49	2.20	-1.275
1.49	2.24	-1.276
1.50	2.27	-1.276
1.50	2.30	-1.276
1.50	2.34	-1.277
1.50	2.37	-1.277
1.50	2.40	-1.277
1.51	2.44	-1.278
1.51	2.47	-1.278
1.51	2.50	-1.278
1.51	2.53	-1.278
1.51	2.57	-1.278
1.51	2.60	-1.278
1.52	2.63	-1.278
1.52	2.67	-1.279
1.52	2.70	-1.279
1.52	2.73	-1.279
1.52	2.77	-1.279
1.52	2.80	-1.280
1.53	2.83	-1.280
1.53	2.87	-1.281
1.53	2.90	-1.281
1.53	2.93	-1.281
1.53	2.97	-1.281
1.53	3.00	-1.281
1.53	3.03	-1.281
1.54	3.07	-1.281
1.54	3.10	-1.281
1.54	3.13	-1.282
1.54	3.17	-1.282
1.54	3.20	-1.282
1.54	3.23	-1.282
1.55	3.27	-1.282
1.55	3.30	-1.283
1.55	3.33	-1.283
1.55	3.37	-1.283
1.55	3.40	-1.283
1.55	3.43	-1.284
1.56	3.46	-1.284
1.56	3.50	-1.284
1.56	3.53	-1.284
1.56	3.56	-1.284
1.56	3.60	-1.285
1.57	3.63	-1.285
1.57	3.66	-1.285
1.57	3.70	-1.285
1.57	3.73	-1.286
1.57	3.76	-1.286
1.57	3.80	-1.287
1.58	3.83	-1.287
1.58	3.86	-1.287
1.58	3.90	-1.287
1.58	3.93	-1.288
1.58	3.96	-1.288
1.58	4.00	-1.288
1.59	4.03	-1.288
1.59	4.06	-1.288
1.59	4.10	-1.289
1.59	4.13	-1.289
1.59	4.16	-1.290
1.59	4.20	-1.290
1.60	4.23	-1.290
1.60	4.26	-1.291
1.60	4.30	-1.291
1.60	4.33	-1.291
1.60	4.36	-1.291
1.60	4.39	-1.291
1.61	4.43	-1.291
1.61	4.46	-1.292
1.61	4.49	-1.292
1.61	4.53	-1.292
1.61	4.56	-1.292
1.61	4.59	-1.292
1.62	4.63	-1.292
1.62	4.66	-1.292
1.62	4.69	-1.292
1.62	4.73	-1.293
1.62	4.76	-1.293
1.62	4.79	-1.293
1.63	4.83	-1.293
1.63	4.86	-1.293
1.63	4.89	-1.293
1.63	4.93	-1.293
1.63	4.96	-1.293
1.63	4.99	-1.294
1.63	5.03	-1.294
1.64	5.06	-1.294
1.64	5.09	-1.295
1.64	5.13	-1.295
1.64	5.16	-1.296
1.64	5.19	-1.296
1.64	5.23	-1.296
1.65	5.26	-1.297
1.65	5.29	-1.297
1.65	5.33	-1.297
1.65	5.36	-1.298
1.65	5.39	-1.298
1.65	5.43	-1.298
1.66	5.46	-1.299
1.66	5.49	-1.299
1.66	5.53	-1.299
