Filename	Purple foam
Instrument name	Discovery DSC
Operator	
rundate	4/22/2026
Sample name	Purple foam
proceduresegments	Equilibrate -25.00 °C; Data On; Ramp 20.00 °C/min to 280.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to -25.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to 280.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to -25.00 °C; Data Off
[step]
Ramp 20.00 °C/min to 280.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
0.00	-24.85	0.238
0.00	-24.85	0.238
0.00	-24.85	0.237
0.00	-24.85	0.237
0.01	-24.85	0.237
0.01	-24.85	0.236
0.01	-24.85	0.236
0.01	-24.85	0.236
0.01	-24.85	0.236
0.01	-24.85	0.235
0.02	-24.85	0.235
0.02	-24.85	0.235
0.02	-24.85	0.234
0.02	-24.85	0.234
0.02	-24.85	0.234
0.03	-24.85	0.233
0.03	-24.85	0.233
0.03	-24.85	0.233
0.03	-24.85	0.232
0.03	-24.85	0.232
0.03	-24.85	0.232
0.03	-24.85	0.231
0.04	-24.84	0.230
0.04	-24.84	0.230
0.04	-24.84	0.228
0.04	-24.84	0.227
0.04	-24.84	0.226
0.05	-24.83	0.224
0.05	-24.83	0.222
0.05	-24.83	0.220
0.05	-24.82	0.218
0.05	-24.82	0.216
0.05	-24.82	0.212
0.05	-24.81	0.209
0.06	-24.81	0.205
0.06	-24.80	0.202
0.06	-24.79	0.198
0.06	-24.79	0.194
0.06	-24.78	0.191
0.06	-24.77	0.187
0.07	-24.77	0.183
0.07	-24.76	0.178
0.07	-24.75	0.173
0.07	-24.74	0.167
0.07	-24.73	0.161
0.08	-24.72	0.155
0.08	-24.71	0.148
0.08	-24.70	0.141
0.08	-24.69	0.134
0.08	-24.67	0.127
0.08	-24.66	0.121
0.08	-24.65	0.114
0.09	-24.64	0.106
0.09	-24.62	0.100
0.09	-24.61	0.092
0.09	-24.59	0.085
0.09	-24.57	0.077
0.09	-24.56	0.069
0.10	-24.54	0.061
0.10	-24.52	0.052
0.10	-24.51	0.044
0.10	-24.49	0.035
0.10	-24.47	0.026
0.10	-24.45	0.017
0.11	-24.43	0.008
0.11	-24.41	0.000
0.11	-24.39	-0.009
0.11	-24.37	-0.017
0.11	-24.35	-0.025
0.12	-24.33	-0.033
0.12	-24.31	-0.041
0.12	-24.29	-0.049
0.12	-24.26	-0.057
0.12	-24.24	-0.065
0.12	-24.22	-0.073
0.13	-24.19	-0.080
0.13	-24.17	-0.088
0.13	-24.15	-0.095
0.13	-24.12	-0.102
0.13	-24.10	-0.110
0.13	-24.08	-0.117
0.14	-24.05	-0.124
0.14	-24.03	-0.131
0.14	-24.00	-0.138
0.14	-23.98	-0.144
0.14	-23.95	-0.151
0.14	-23.93	-0.156
0.14	-23.90	-0.162
0.15	-23.88	-0.167
0.15	-23.85	-0.173
0.15	-23.82	-0.177
0.15	-23.80	-0.183
0.15	-23.77	-0.188
0.16	-23.75	-0.193
0.16	-23.72	-0.198
0.16	-23.69	-0.203
0.16	-23.67	-0.207
0.16	-23.64	-0.212
0.16	-23.61	-0.215
0.17	-23.59	-0.219
0.17	-23.56	-0.222
0.17	-23.53	-0.226
0.17	-23.51	-0.230
0.17	-23.48	-0.233
0.17	-23.45	-0.237
0.18	-23.42	-0.240
0.18	-23.40	-0.243
0.18	-23.37	-0.246
0.18	-23.34	-0.249
0.18	-23.32	-0.252
0.18	-23.29	-0.255
0.19	-23.26	-0.257
0.19	-23.23	-0.261
0.19	-23.21	-0.264
0.19	-23.18	-0.267
0.19	-23.15	-0.269
0.19	-23.12	-0.272
0.19	-23.09	-0.275
0.20	-23.07	-0.278
0.20	-23.04	-0.281
0.20	-23.01	-0.283
0.20	-22.98	-0.286
0.20	-22.95	-0.288
0.21	-22.92	-0.290
0.21	-22.89	-0.292
0.21	-22.87	-0.295
0.21	-22.84	-0.297
0.21	-22.81	-0.299
0.21	-22.78	-0.302
0.22	-22.75	-0.304
0.22	-22.72	-0.307
0.22	-22.69	-0.309
0.22	-22.66	-0.311
0.22	-22.64	-0.313
0.22	-22.61	-0.315
0.23	-22.58	-0.318
0.23	-22.55	-0.320
0.23	-22.52	-0.322
0.23	-22.49	-0.324
0.23	-22.46	-0.326
0.23	-22.43	-0.329
0.24	-22.40	-0.331
0.24	-22.37	-0.333
0.24	-22.34	-0.335
0.24	-22.31	-0.337
0.24	-22.28	-0.339
0.24	-22.25	-0.340
0.25	-22.22	-0.342
0.25	-22.19	-0.344
0.25	-22.16	-0.345
0.25	-22.13	-0.347
0.25	-22.10	-0.349
0.25	-22.07	-0.351
0.25	-22.04	-0.353
0.26	-22.01	-0.355
0.26	-21.98	-0.357
0.26	-21.94	-0.359
0.26	-21.91	-0.361
0.26	-21.88	-0.362
0.26	-21.85	-0.364
0.27	-21.82	-0.365
0.27	-21.79	-0.367
0.27	-21.76	-0.368
0.27	-21.73	-0.369
0.27	-21.70	-0.370
0.28	-21.67	-0.372
0.28	-21.64	-0.373
0.28	-21.61	-0.375
0.28	-21.57	-0.377
0.28	-21.54	-0.378
0.28	-21.51	-0.379
0.29	-21.48	-0.381
0.29	-21.45	-0.382
0.29	-21.42	-0.383
0.29	-21.39	-0.384
0.29	-21.36	-0.385
0.29	-21.32	-0.386
0.29	-21.29	-0.387
0.30	-21.26	-0.388
0.30	-21.23	-0.389
0.30	-21.20	-0.391
0.30	-21.17	-0.392
0.30	-21.14	-0.393
0.31	-21.10	-0.394
0.31	-21.07	-0.395
0.31	-21.04	-0.396
0.31	-21.01	-0.397
0.31	-20.98	-0.398
0.31	-20.95	-0.398
0.31	-20.92	-0.399
0.32	-20.88	-0.400
0.32	-20.85	-0.401
0.32	-20.82	-0.402
0.32	-20.79	-0.402
0.32	-20.76	-0.403
0.33	-20.73	-0.404
0.33	-20.70	-0.404
0.33	-20.66	-0.406
0.33	-20.63	-0.406
0.33	-20.60	-0.407
0.33	-20.57	-0.408
0.34	-20.54	-0.410
0.34	-20.50	-0.411
0.34	-20.47	-0.412
0.34	-20.44	-0.412
0.34	-20.41	-0.412
0.34	-20.38	-0.413
0.35	-20.35	-0.414
0.35	-20.31	-0.414
0.35	-20.28	-0.415
0.35	-20.25	-0.415
0.35	-20.22	-0.416
0.35	-20.19	-0.417
0.35	-20.15	-0.418
0.36	-20.12	-0.419
0.36	-20.09	-0.419
0.36	-20.06	-0.420
0.36	-20.03	-0.420
0.36	-20.00	-0.421
0.37	-19.96	-0.422
0.37	-19.93	-0.422
0.37	-19.90	-0.423
0.37	-19.87	-0.423
0.37	-19.84	-0.424
0.37	-19.80	-0.425
0.38	-19.77	-0.426
0.38	-19.74	-0.426
0.38	-19.71	-0.427
0.38	-19.67	-0.427
0.38	-19.64	-0.428
0.38	-19.61	-0.429
0.38	-19.58	-0.430
0.39	-19.55	-0.430
0.39	-19.51	-0.431
0.39	-19.48	-0.431
0.39	-19.45	-0.432
0.39	-19.42	-0.433
0.40	-19.39	-0.433
0.40	-19.35	-0.434
0.40	-19.32	-0.435
0.40	-19.29	-0.436
0.40	-19.26	-0.436
0.40	-19.22	-0.436
0.40	-19.19	-0.437
0.41	-19.16	-0.437
0.41	-19.13	-0.437
0.41	-19.10	-0.437
0.41	-19.06	-0.438
0.41	-19.03	-0.438
0.41	-19.00	-0.438
0.42	-18.97	-0.438
0.42	-18.93	-0.439
0.42	-18.90	-0.440
0.42	-18.87	-0.441
0.42	-18.84	-0.442
0.43	-18.80	-0.443
0.43	-18.77	-0.444
0.43	-18.74	-0.444
0.43	-18.71	-0.445
0.43	-18.68	-0.445
0.43	-18.64	-0.446
0.44	-18.61	-0.446
0.44	-18.58	-0.446
0.44	-18.55	-0.447
0.44	-18.51	-0.447
0.44	-18.48	-0.448
0.44	-18.45	-0.448
0.44	-18.42	-0.449
0.45	-18.38	-0.449
0.45	-18.35	-0.449
0.45	-18.32	-0.450
0.45	-18.29	-0.450
0.45	-18.26	-0.450
0.46	-18.22	-0.450
0.46	-18.19	-0.450
0.46	-18.16	-0.451
0.46	-18.13	-0.451
0.46	-18.09	-0.451
0.46	-18.06	-0.452
0.46	-18.03	-0.452
0.47	-18.00	-0.453
0.47	-17.96	-0.454
0.47	-17.93	-0.454
0.47	-17.90	-0.455
0.47	-17.87	-0.455
0.48	-17.83	-0.455
0.48	-17.80	-0.456
0.48	-17.77	-0.456
0.48	-17.74	-0.456
0.48	-17.70	-0.457
0.48	-17.67	-0.457
0.49	-17.64	-0.458
0.49	-17.61	-0.458
0.49	-17.57	-0.458
0.49	-17.54	-0.459
0.49	-17.51	-0.459
0.49	-17.48	-0.460
0.50	-17.44	-0.460
0.50	-17.41	-0.461
0.50	-17.38	-0.461
0.50	-17.35	-0.461
0.50	-17.31	-0.462
0.50	-17.28	-0.462
0.50	-17.25	-0.463
0.51	-17.22	-0.463
0.51	-17.18	-0.464
0.51	-17.15	-0.464
0.51	-17.12	-0.465
0.51	-17.09	-0.465
0.51	-17.05	-0.465
0.52	-17.02	-0.466
0.52	-16.99	-0.466
0.52	-16.96	-0.466
0.52	-16.92	-0.466
0.52	-16.89	-0.466
0.52	-16.86	-0.467
0.53	-16.83	-0.467
0.53	-16.79	-0.467
0.53	-16.76	-0.467
0.53	-16.73	-0.467
0.53	-16.70	-0.467
0.54	-16.66	-0.468
0.54	-16.63	-0.468
0.54	-16.60	-0.469
0.54	-16.57	-0.469
0.54	-16.53	-0.470
0.54	-16.50	-0.471
0.55	-16.47	-0.471
0.55	-16.44	-0.472
0.55	-16.40	-0.472
0.55	-16.37	-0.472
0.55	-16.34	-0.473
0.55	-16.30	-0.473
0.55	-16.27	-0.473
0.56	-16.24	-0.473
0.56	-16.21	-0.473
0.56	-16.17	-0.474
0.56	-16.14	-0.474
0.56	-16.11	-0.475
0.57	-16.08	-0.475
0.57	-16.04	-0.476
0.57	-16.01	-0.476
0.57	-15.98	-0.476
0.57	-15.95	-0.477
0.57	-15.91	-0.477
0.58	-15.88	-0.477
0.58	-15.85	-0.477
0.58	-15.82	-0.477
0.58	-15.78	-0.478
0.58	-15.75	-0.478
0.58	-15.72	-0.478
0.58	-15.68	-0.478
0.59	-15.65	-0.478
0.59	-15.62	-0.478
0.59	-15.59	-0.479
0.59	-15.55	-0.479
0.59	-15.52	-0.479
0.60	-15.49	-0.480
0.60	-15.46	-0.480
0.60	-15.42	-0.480
0.60	-15.39	-0.481
0.60	-15.36	-0.482
0.60	-15.33	-0.482
0.61	-15.29	-0.483
0.61	-15.26	-0.483
0.61	-15.23	-0.483
0.61	-15.19	-0.483
0.61	-15.16	-0.483
0.61	-15.13	-0.484
0.62	-15.10	-0.484
0.62	-15.06	-0.484
0.62	-15.03	-0.484
0.62	-15.00	-0.484
0.62	-14.97	-0.485
0.62	-14.93	-0.485
0.63	-14.90	-0.486
0.63	-14.87	-0.486
0.63	-14.84	-0.487
0.63	-14.80	-0.487
0.63	-14.77	-0.488
0.63	-14.74	-0.488
0.63	-14.70	-0.489
0.64	-14.67	-0.489
0.64	-14.64	-0.489
0.64	-14.61	-0.489
0.64	-14.57	-0.490
0.64	-14.54	-0.490
0.64	-14.51	-0.490
0.65	-14.48	-0.490
0.65	-14.44	-0.490
0.65	-14.41	-0.490
0.65	-14.38	-0.491
0.65	-14.34	-0.491
0.65	-14.31	-0.491
0.66	-14.28	-0.491
0.66	-14.25	-0.491
0.66	-14.21	-0.491
0.66	-14.18	-0.491
0.66	-14.15	-0.491
0.67	-14.12	-0.492
0.67	-14.08	-0.492
0.67	-14.05	-0.492
0.67	-14.02	-0.492
0.67	-13.98	-0.492
0.67	-13.95	-0.493
0.68	-13.92	-0.493
0.68	-13.89	-0.493
0.68	-13.85	-0.494
0.68	-13.82	-0.494
0.68	-13.79	-0.495
0.68	-13.75	-0.495
0.68	-13.72	-0.495
0.69	-13.69	-0.496
0.69	-13.66	-0.496
0.69	-13.62	-0.496
0.69	-13.59	-0.497
0.69	-13.56	-0.497
0.70	-13.52	-0.497
0.70	-13.49	-0.497
0.70	-13.46	-0.497
0.70	-13.43	-0.498
0.70	-13.39	-0.498
0.70	-13.36	-0.498
0.70	-13.33	-0.499
0.71	-13.30	-0.499
0.71	-13.26	-0.499
0.71	-13.23	-0.500
0.71	-13.20	-0.500
0.71	-13.17	-0.500
0.71	-13.13	-0.500
0.72	-13.10	-0.501
0.72	-13.07	-0.501
0.72	-13.03	-0.501
0.72	-13.00	-0.501
0.72	-12.97	-0.501
0.73	-12.94	-0.502
0.73	-12.90	-0.502
0.73	-12.87	-0.502
0.73	-12.84	-0.502
0.73	-12.80	-0.503
0.73	-12.77	-0.503
0.74	-12.74	-0.503
0.74	-12.70	-0.503
0.74	-12.67	-0.504
0.74	-12.64	-0.504
0.74	-12.61	-0.504
0.74	-12.57	-0.504
0.75	-12.54	-0.505
0.75	-12.51	-0.505
0.75	-12.48	-0.505
0.75	-12.44	-0.505
0.75	-12.41	-0.506
0.75	-12.38	-0.506
0.75	-12.34	-0.506
0.76	-12.31	-0.507
0.76	-12.28	-0.507
0.76	-12.25	-0.507
0.76	-12.21	-0.507
0.76	-12.18	-0.508
0.76	-12.15	-0.508
0.77	-12.11	-0.508
0.77	-12.08	-0.508
0.77	-12.05	-0.508
0.77	-12.02	-0.508
0.77	-11.98	-0.508
0.78	-11.95	-0.508
0.78	-11.92	-0.508
0.78	-11.88	-0.509
0.78	-11.85	-0.509
0.78	-11.82	-0.509
0.78	-11.79	-0.509
0.79	-11.75	-0.510
0.79	-11.72	-0.510
0.79	-11.69	-0.511
0.79	-11.65	-0.511
0.79	-11.62	-0.511
0.79	-11.59	-0.512
0.80	-11.56	-0.512
0.80	-11.52	-0.512
0.80	-11.49	-0.512
0.80	-11.46	-0.512
0.80	-11.42	-0.512
0.80	-11.39	-0.513
0.80	-11.36	-0.513
0.81	-11.33	-0.513
0.81	-11.29	-0.513
0.81	-11.26	-0.513
0.81	-11.23	-0.513
0.81	-11.19	-0.514
0.82	-11.16	-0.514
0.82	-11.13	-0.514
0.82	-11.10	-0.515
0.82	-11.06	-0.515
0.82	-11.03	-0.515
0.82	-11.00	-0.516
0.83	-10.96	-0.516
0.83	-10.93	-0.516
0.83	-10.90	-0.517
0.83	-10.86	-0.517
0.83	-10.83	-0.517
0.83	-10.80	-0.517
0.83	-10.77	-0.517
0.84	-10.73	-0.518
0.84	-10.70	-0.518
0.84	-10.67	-0.518
0.84	-10.63	-0.518
0.84	-10.60	-0.518
0.85	-10.57	-0.518
0.85	-10.54	-0.519
0.85	-10.50	-0.519
0.85	-10.47	-0.519
0.85	-10.44	-0.519
0.85	-10.40	-0.519
0.86	-10.37	-0.519
0.86	-10.34	-0.519
0.86	-10.31	-0.520
0.86	-10.27	-0.520
0.86	-10.24	-0.520
0.86	-10.21	-0.520
0.87	-10.17	-0.520
0.87	-10.14	-0.521
0.87	-10.11	-0.521
0.87	-10.07	-0.521
0.87	-10.04	-0.521
0.87	-10.01	-0.522
0.88	-9.98	-0.522
0.88	-9.94	-0.523
0.88	-9.91	-0.523
0.88	-9.88	-0.523
0.88	-9.84	-0.523
0.88	-9.81	-0.523
0.88	-9.78	-0.523
0.89	-9.75	-0.523
0.89	-9.71	-0.524
0.89	-9.68	-0.524
0.89	-9.65	-0.524
0.89	-9.61	-0.524
0.89	-9.58	-0.524
0.90	-9.55	-0.524
0.90	-9.51	-0.524
0.90	-9.48	-0.524
0.90	-9.45	-0.525
0.90	-9.42	-0.525
0.90	-9.38	-0.525
0.91	-9.35	-0.526
0.91	-9.32	-0.526
0.91	-9.28	-0.526
0.91	-9.25	-0.526
0.91	-9.22	-0.526
0.92	-9.19	-0.527
0.92	-9.15	-0.527
0.92	-9.12	-0.527
0.92	-9.09	-0.527
0.92	-9.05	-0.527
0.92	-9.02	-0.528
0.93	-8.99	-0.528
0.93	-8.95	-0.528
0.93	-8.92	-0.528
0.93	-8.89	-0.528
0.93	-8.86	-0.528
0.93	-8.82	-0.528
0.93	-8.79	-0.529
0.94	-8.76	-0.529
0.94	-8.72	-0.529
0.94	-8.69	-0.529
0.94	-8.66	-0.529
0.94	-8.62	-0.530
0.95	-8.59	-0.530
0.95	-8.56	-0.530
0.95	-8.53	-0.531
0.95	-8.49	-0.531
0.95	-8.46	-0.531
0.95	-8.43	-0.531
0.95	-8.39	-0.532
0.96	-8.36	-0.532
0.96	-8.33	-0.532
0.96	-8.29	-0.532
0.96	-8.26	-0.532
0.96	-8.23	-0.532
0.96	-8.20	-0.532
0.97	-8.16	-0.532
0.97	-8.13	-0.532
0.97	-8.10	-0.533
0.97	-8.06	-0.533
0.97	-8.03	-0.533
0.98	-8.00	-0.533
0.98	-7.96	-0.533
0.98	-7.93	-0.533
0.98	-7.90	-0.534
0.98	-7.87	-0.534
0.98	-7.83	-0.534
0.99	-7.80	-0.534
0.99	-7.77	-0.534
0.99	-7.73	-0.534
0.99	-7.70	-0.535
0.99	-7.67	-0.535
0.99	-7.63	-0.535
1.00	-7.60	-0.535
1.00	-7.57	-0.536
1.00	-7.54	-0.536
1.00	-7.50	-0.536
1.00	-7.47	-0.536
1.00	-7.44	-0.536
1.00	-7.40	-0.536
1.01	-7.37	-0.536
1.01	-7.34	-0.537
1.01	-7.30	-0.537
1.01	-7.27	-0.537
1.01	-7.24	-0.537
1.01	-7.21	-0.538
1.02	-7.17	-0.538
1.02	-7.14	-0.538
1.02	-7.11	-0.538
1.02	-7.07	-0.538
1.02	-7.04	-0.539
1.03	-7.01	-0.539
1.03	-6.97	-0.539
1.03	-6.94	-0.539
1.03	-6.91	-0.539
1.03	-6.88	-0.539
1.03	-6.84	-0.540
1.03	-6.81	-0.540
1.04	-6.78	-0.540
1.04	-6.74	-0.540
1.04	-6.71	-0.540
1.04	-6.68	-0.540
1.04	-6.64	-0.540
1.04	-6.61	-0.541
1.05	-6.58	-0.541
1.05	-6.54	-0.541
1.05	-6.51	-0.541
1.05	-6.48	-0.541
1.05	-6.45	-0.541
1.05	-6.41	-0.542
1.06	-6.38	-0.542
1.06	-6.35	-0.542
1.06	-6.31	-0.542
1.06	-6.28	-0.542
1.06	-6.25	-0.542
1.07	-6.21	-0.543
1.07	-6.18	-0.543
1.07	-6.15	-0.543
1.07	-6.11	-0.543
1.07	-6.08	-0.543
1.07	-6.05	-0.543
1.08	-6.02	-0.544
1.08	-5.98	-0.544
1.08	-5.95	-0.544
1.08	-5.92	-0.544
1.08	-5.88	-0.544
1.08	-5.85	-0.544
1.09	-5.82	-0.545
1.09	-5.78	-0.545
1.09	-5.75	-0.545
1.09	-5.72	-0.545
1.09	-5.68	-0.545
1.09	-5.65	-0.545
1.10	-5.62	-0.545
1.10	-5.59	-0.545
1.10	-5.55	-0.545
1.10	-5.52	-0.545
1.10	-5.49	-0.546
1.10	-5.45	-0.546
1.11	-5.42	-0.546
1.11	-5.39	-0.546
1.11	-5.35	-0.546
1.11	-5.32	-0.547
1.11	-5.29	-0.547
1.11	-5.25	-0.547
1.12	-5.22	-0.547
1.12	-5.19	-0.548
1.12	-5.16	-0.548
1.12	-5.12	-0.548
1.12	-5.09	-0.548
1.12	-5.06	-0.548
1.13	-5.02	-0.548
1.13	-4.99	-0.548
1.13	-4.96	-0.549
1.13	-4.92	-0.549
1.13	-4.89	-0.549
1.13	-4.86	-0.549
1.13	-4.82	-0.549
1.14	-4.79	-0.549
1.14	-4.76	-0.549
1.14	-4.73	-0.549
1.14	-4.69	-0.549
1.14	-4.66	-0.549
1.14	-4.63	-0.549
1.15	-4.59	-0.550
1.15	-4.56	-0.550
1.15	-4.53	-0.550
1.15	-4.49	-0.550
1.15	-4.46	-0.550
1.15	-4.43	-0.550
1.16	-4.39	-0.551
1.16	-4.36	-0.551
1.16	-4.33	-0.551
1.16	-4.30	-0.551
1.16	-4.26	-0.551
1.16	-4.23	-0.551
1.17	-4.20	-0.551
1.17	-4.16	-0.552
1.17	-4.13	-0.552
1.17	-4.10	-0.552
1.17	-4.06	-0.552
1.18	-4.03	-0.552
1.18	-4.00	-0.553
1.18	-3.96	-0.553
1.18	-3.93	-0.553
1.18	-3.90	-0.553
1.18	-3.86	-0.553
1.18	-3.83	-0.553
1.19	-3.80	-0.553
1.19	-3.77	-0.554
1.19	-3.73	-0.554
1.19	-3.70	-0.554
1.19	-3.67	-0.554
1.20	-3.63	-0.554
1.20	-3.60	-0.555
1.20	-3.57	-0.555
1.20	-3.53	-0.555
1.20	-3.50	-0.555
1.20	-3.47	-0.555
1.21	-3.43	-0.555
1.21	-3.40	-0.555
1.21	-3.37	-0.555
1.21	-3.33	-0.555
1.21	-3.30	-0.555
1.21	-3.27	-0.555
1.22	-3.24	-0.556
1.22	-3.20	-0.556
1.22	-3.17	-0.556
1.22	-3.14	-0.556
1.22	-3.10	-0.556
1.22	-3.07	-0.556
1.23	-3.04	-0.556
1.23	-3.00	-0.556
1.23	-2.97	-0.557
1.23	-2.94	-0.557
1.23	-2.90	-0.557
1.23	-2.87	-0.557
1.23	-2.84	-0.557
1.24	-2.80	-0.557
1.24	-2.77	-0.557
1.24	-2.74	-0.557
1.24	-2.71	-0.557
1.24	-2.67	-0.557
1.24	-2.64	-0.558
1.25	-2.61	-0.558
1.25	-2.57	-0.558
1.25	-2.54	-0.558
1.25	-2.51	-0.558
1.25	-2.47	-0.558
1.26	-2.44	-0.558
1.26	-2.41	-0.558
1.26	-2.37	-0.558
1.26	-2.34	-0.558
1.26	-2.31	-0.558
1.26	-2.27	-0.558
1.27	-2.24	-0.558
1.27	-2.21	-0.558
1.27	-2.17	-0.558
1.27	-2.14	-0.558
1.27	-2.11	-0.558
1.27	-2.07	-0.558
1.28	-2.04	-0.559
1.28	-2.01	-0.559
1.28	-1.97	-0.559
1.28	-1.94	-0.559
1.28	-1.91	-0.560
1.28	-1.88	-0.560
1.28	-1.84	-0.560
1.29	-1.81	-0.560
1.29	-1.78	-0.560
1.29	-1.74	-0.561
1.29	-1.71	-0.561
1.29	-1.68	-0.561
1.29	-1.64	-0.561
1.30	-1.61	-0.561
1.30	-1.58	-0.561
1.30	-1.54	-0.561
1.30	-1.51	-0.561
1.30	-1.48	-0.561
1.30	-1.44	-0.562
1.31	-1.41	-0.562
1.31	-1.38	-0.562
1.31	-1.34	-0.563
1.31	-1.31	-0.563
1.31	-1.28	-0.563
1.32	-1.24	-0.563
1.32	-1.21	-0.563
1.32	-1.18	-0.563
1.32	-1.15	-0.563
1.32	-1.11	-0.563
1.32	-1.08	-0.563
1.33	-1.05	-0.563
1.33	-1.01	-0.564
1.33	-0.98	-0.564
1.33	-0.95	-0.564
1.33	-0.91	-0.564
1.33	-0.88	-0.564
1.34	-0.85	-0.565
1.34	-0.81	-0.565
1.34	-0.78	-0.565
1.34	-0.75	-0.565
1.34	-0.71	-0.565
1.34	-0.68	-0.565
1.35	-0.65	-0.565
1.35	-0.61	-0.565
1.35	-0.58	-0.566
1.35	-0.55	-0.566
1.35	-0.52	-0.566
1.35	-0.48	-0.566
1.36	-0.45	-0.566
1.36	-0.42	-0.566
1.36	-0.38	-0.566
1.36	-0.35	-0.566
1.36	-0.32	-0.566
1.36	-0.28	-0.566
1.37	-0.25	-0.566
1.37	-0.22	-0.566
1.37	-0.18	-0.567
1.37	-0.15	-0.567
1.37	-0.12	-0.567
1.37	-0.08	-0.567
1.38	-0.05	-0.567
1.38	-0.02	-0.568
1.38	0.02	-0.568
1.38	0.05	-0.568
1.38	0.08	-0.568
1.38	0.12	-0.568
1.38	0.15	-0.568
1.39	0.18	-0.568
1.39	0.22	-0.568
1.39	0.25	-0.569
1.39	0.28	-0.569
1.39	0.31	-0.569
1.39	0.35	-0.569
1.40	0.38	-0.569
1.40	0.41	-0.569
1.40	0.45	-0.569
1.40	0.48	-0.569
1.40	0.51	-0.569
1.40	0.55	-0.569
1.41	0.58	-0.569
1.41	0.61	-0.570
1.41	0.65	-0.570
1.41	0.68	-0.570
1.41	0.71	-0.570
1.41	0.75	-0.570
1.42	0.78	-0.570
1.42	0.81	-0.570
1.42	0.85	-0.570
1.42	0.88	-0.571
1.42	0.91	-0.571
1.43	0.95	-0.571
1.43	0.98	-0.571
1.43	1.01	-0.572
1.43	1.04	-0.572
1.43	1.08	-0.572
1.43	1.11	-0.572
1.43	1.14	-0.572
1.44	1.18	-0.572
1.44	1.21	-0.572
1.44	1.24	-0.572
1.44	1.28	-0.572
1.44	1.31	-0.572
1.45	1.34	-0.572
1.45	1.38	-0.573
1.45	1.41	-0.573
1.45	1.44	-0.573
1.45	1.48	-0.573
1.45	1.51	-0.573
1.46	1.54	-0.573
1.46	1.58	-0.573
1.46	1.61	-0.573
1.46	1.64	-0.573
1.46	1.68	-0.573
1.46	1.71	-0.574
1.47	1.74	-0.574
1.47	1.78	-0.574
1.47	1.81	-0.574
1.47	1.84	-0.574
1.47	1.88	-0.574
1.47	1.91	-0.574
1.48	1.94	-0.574
1.48	1.97	-0.574
1.48	2.01	-0.575
1.48	2.04	-0.575
1.48	2.07	-0.575
1.48	2.11	-0.575
1.48	2.14	-0.575
1.49	2.17	-0.575
1.49	2.21	-0.575
1.49	2.24	-0.575
1.49	2.27	-0.575
1.49	2.31	-0.575
1.49	2.34	-0.576
1.50	2.37	-0.576
1.50	2.41	-0.576
1.50	2.44	-0.576
1.50	2.47	-0.576
1.50	2.51	-0.576
1.51	2.54	-0.576
1.51	2.57	-0.576
1.51	2.61	-0.577
1.51	2.64	-0.577
1.51	2.67	-0.577
1.51	2.71	-0.577
1.52	2.74	-0.577
1.52	2.77	-0.577
1.52	2.81	-0.577
1.52	2.84	-0.577
1.52	2.87	-0.577
1.52	2.91	-0.577
1.53	2.94	-0.577
1.53	2.97	-0.577
1.53	3.00	-0.577
1.53	3.04	-0.578
1.53	3.07	-0.578
1.53	3.10	-0.578
1.53	3.14	-0.578
1.54	3.17	-0.578
1.54	3.20	-0.578
1.54	3.24	-0.578
1.54	3.27	-0.578
1.54	3.30	-0.578
1.54	3.34	-0.578
1.55	3.37	-0.578
1.55	3.40	-0.579
1.55	3.44	-0.579
1.55	3.47	-0.579
1.55	3.50	-0.579
1.55	3.54	-0.579
1.56	3.57	-0.579
1.56	3.60	-0.580
1.56	3.64	-0.580
1.56	3.67	-0.580
1.56	3.70	-0.580
1.57	3.74	-0.580
1.57	3.77	-0.580
1.57	3.80	-0.580
1.57	3.84	-0.580
1.57	3.87	-0.580
1.57	3.90	-0.580
1.58	3.94	-0.580
1.58	3.97	-0.581
1.58	4.00	-0.581
1.58	4.03	-0.581
1.58	4.07	-0.581
1.58	4.10	-0.581
1.59	4.13	-0.581
1.59	4.17	-0.581
1.59	4.20	-0.581
1.59	4.23	-0.581
1.59	4.27	-0.582
1.59	4.30	-0.582
1.60	4.33	-0.582
1.60	4.37	-0.582
1.60	4.40	-0.582
1.60	4.43	-0.582
1.60	4.47	-0.582
1.60	4.50	-0.582
1.61	4.53	-0.582
1.61	4.57	-0.582
1.61	4.60	-0.582
1.61	4.63	-0.582
1.61	4.67	-0.583
1.61	4.70	-0.583
1.62	4.73	-0.583
1.62	4.77	-0.583
1.62	4.80	-0.583
1.62	4.83	-0.583
1.62	4.87	-0.583
1.62	4.90	-0.583
1.63	4.93	-0.583
1.63	4.97	-0.583
1.63	5.00	-0.583
1.63	5.03	-0.583
1.63	5.07	-0.584
1.63	5.10	-0.584
1.63	5.13	-0.584
1.64	5.16	-0.584
1.64	5.20	-0.584
1.64	5.23	-0.584
1.64	5.26	-0.584
1.64	5.30	-0.584
1.64	5.33	-0.584
1.65	5.36	-0.585
1.65	5.40	-0.585
1.65	5.43	-0.585
1.65	5.46	-0.585
1.65	5.50	-0.585
1.65	5.53	-0.585
1.66	5.56	-0.585
1.66	5.60	-0.585
1.66	5.63	-0.585
1.66	5.66	-0.585
