Filename	Purple foam
Instrument name	Discovery DSC
Operator	
rundate	4/22/2026
Sample name	Purple foam
proceduresegments	Equilibrate -25.00 °C; Data On; Ramp 20.00 °C/min to 280.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to -25.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to 280.00 °C; Isothermal 0.50 min; Ramp 20.00 °C/min to -25.00 °C; Data Off
[step]
Ramp 20.00 °C/min to 280.00 °C
Time	Temperature	Heat Flow (Normalized)
min	°C	W/g
11.06	193.78	-0.919
11.07	193.81	-0.919
11.07	193.85	-0.919
11.07	193.88	-0.919
11.07	193.91	-0.919
11.07	193.95	-0.919
11.08	193.98	-0.919
11.08	194.01	-0.919
11.08	194.05	-0.919
11.08	194.08	-0.919
11.08	194.11	-0.919
11.08	194.15	-0.919
11.08	194.18	-0.919
11.09	194.21	-0.919
11.09	194.25	-0.919
11.09	194.28	-0.919
11.09	194.31	-0.919
11.09	194.35	-0.919
11.10	194.38	-0.919
11.10	194.41	-0.919
11.10	194.45	-0.919
11.10	194.48	-0.919
11.10	194.51	-0.919
11.10	194.55	-0.919
11.10	194.58	-0.919
11.11	194.61	-0.919
11.11	194.65	-0.919
11.11	194.68	-0.920
11.11	194.71	-0.920
11.11	194.75	-0.920
11.11	194.78	-0.920
11.12	194.81	-0.920
11.12	194.85	-0.920
11.12	194.88	-0.920
11.12	194.91	-0.920
11.12	194.95	-0.920
11.13	194.98	-0.920
11.13	195.01	-0.920
11.13	195.05	-0.920
11.13	195.08	-0.920
11.13	195.11	-0.920
11.13	195.15	-0.920
11.14	195.18	-0.920
11.14	195.21	-0.920
11.14	195.25	-0.920
11.14	195.28	-0.920
11.14	195.31	-0.920
11.14	195.35	-0.920
11.15	195.38	-0.920
11.15	195.41	-0.920
11.15	195.45	-0.920
11.15	195.48	-0.920
11.15	195.51	-0.920
11.15	195.55	-0.920
11.15	195.58	-0.920
11.16	195.61	-0.920
11.16	195.65	-0.921
11.16	195.68	-0.921
11.16	195.71	-0.921
11.16	195.75	-0.921
11.17	195.78	-0.921
11.17	195.81	-0.921
11.17	195.85	-0.921
11.17	195.88	-0.921
11.17	195.91	-0.921
11.17	195.95	-0.921
11.18	195.98	-0.921
11.18	196.01	-0.921
11.18	196.05	-0.921
11.18	196.08	-0.921
11.18	196.11	-0.921
11.18	196.15	-0.921
11.19	196.18	-0.921
11.19	196.21	-0.921
11.19	196.25	-0.921
11.19	196.28	-0.921
11.19	196.31	-0.921
11.19	196.35	-0.921
11.19	196.38	-0.921
11.20	196.41	-0.921
11.20	196.45	-0.921
11.20	196.48	-0.921
11.20	196.51	-0.921
11.20	196.55	-0.921
11.20	196.58	-0.921
11.21	196.61	-0.921
11.21	196.65	-0.921
11.21	196.68	-0.921
11.21	196.71	-0.922
11.21	196.75	-0.922
11.22	196.78	-0.922
11.22	196.81	-0.922
11.22	196.85	-0.922
11.22	196.88	-0.922
11.22	196.91	-0.922
11.22	196.95	-0.922
11.23	196.98	-0.922
11.23	197.01	-0.922
11.23	197.05	-0.922
11.23	197.08	-0.922
11.23	197.11	-0.922
11.23	197.15	-0.922
11.23	197.18	-0.922
11.24	197.21	-0.922
11.24	197.25	-0.922
11.24	197.28	-0.922
11.24	197.31	-0.922
11.24	197.35	-0.922
11.25	197.38	-0.922
11.25	197.41	-0.922
11.25	197.45	-0.922
11.25	197.48	-0.922
11.25	197.51	-0.922
11.25	197.55	-0.922
11.25	197.58	-0.922
11.26	197.61	-0.922
11.26	197.65	-0.922
11.26	197.68	-0.922
11.26	197.71	-0.922
11.26	197.75	-0.922
11.27	197.78	-0.923
11.27	197.81	-0.923
11.27	197.85	-0.923
11.27	197.88	-0.923
11.27	197.91	-0.923
11.27	197.95	-0.923
11.28	197.98	-0.923
11.28	198.01	-0.923
11.28	198.05	-0.923
11.28	198.08	-0.923
11.28	198.11	-0.923
11.28	198.15	-0.923
11.28	198.18	-0.923
11.29	198.21	-0.923
11.29	198.25	-0.923
11.29	198.28	-0.923
11.29	198.31	-0.923
11.29	198.35	-0.923
11.30	198.38	-0.923
11.30	198.41	-0.923
11.30	198.45	-0.923
11.30	198.48	-0.923
11.30	198.51	-0.923
11.30	198.55	-0.923
11.31	198.58	-0.923
11.31	198.61	-0.923
11.31	198.65	-0.923
11.31	198.68	-0.923
11.31	198.71	-0.923
11.31	198.75	-0.923
11.31	198.78	-0.924
11.32	198.81	-0.924
11.32	198.85	-0.924
11.32	198.88	-0.924
11.32	198.91	-0.924
11.32	198.95	-0.924
11.33	198.98	-0.924
11.33	199.01	-0.924
11.33	199.05	-0.924
11.33	199.08	-0.924
11.33	199.11	-0.924
11.33	199.15	-0.924
11.33	199.18	-0.924
11.34	199.21	-0.924
11.34	199.25	-0.924
11.34	199.28	-0.924
11.34	199.31	-0.924
11.34	199.35	-0.924
11.35	199.38	-0.924
11.35	199.41	-0.924
11.35	199.45	-0.924
11.35	199.48	-0.924
11.35	199.52	-0.924
11.35	199.55	-0.924
11.35	199.58	-0.924
11.36	199.61	-0.924
11.36	199.65	-0.924
11.36	199.68	-0.924
11.36	199.71	-0.924
11.36	199.75	-0.925
11.36	199.78	-0.925
11.37	199.81	-0.925
11.37	199.85	-0.925
11.37	199.88	-0.925
11.37	199.91	-0.925
11.37	199.95	-0.925
11.38	199.98	-0.925
11.38	200.01	-0.925
11.38	200.05	-0.925
11.38	200.08	-0.925
11.38	200.12	-0.925
11.38	200.15	-0.925
11.39	200.18	-0.925
11.39	200.22	-0.925
11.39	200.25	-0.925
11.39	200.28	-0.925
11.39	200.32	-0.925
11.39	200.35	-0.925
11.40	200.38	-0.925
11.40	200.42	-0.925
11.40	200.45	-0.925
11.40	200.48	-0.925
11.40	200.52	-0.925
11.40	200.55	-0.925
11.40	200.58	-0.925
11.41	200.62	-0.925
11.41	200.65	-0.925
11.41	200.68	-0.925
11.41	200.72	-0.925
11.41	200.75	-0.925
11.42	200.78	-0.925
11.42	200.82	-0.926
11.42	200.85	-0.926
11.42	200.88	-0.926
11.42	200.92	-0.926
11.42	200.95	-0.926
11.43	200.98	-0.926
11.43	201.02	-0.926
11.43	201.05	-0.926
11.43	201.08	-0.926
11.43	201.12	-0.926
11.43	201.15	-0.926
11.44	201.18	-0.926
11.44	201.22	-0.926
11.44	201.25	-0.926
11.44	201.28	-0.926
11.44	201.31	-0.926
11.44	201.35	-0.926
11.44	201.38	-0.926
11.45	201.41	-0.926
11.45	201.45	-0.926
11.45	201.48	-0.926
11.45	201.51	-0.926
11.45	201.55	-0.926
11.45	201.58	-0.926
11.46	201.61	-0.926
11.46	201.65	-0.926
11.46	201.68	-0.926
11.46	201.71	-0.926
11.46	201.75	-0.926
11.47	201.78	-0.927
11.47	201.82	-0.927
11.47	201.85	-0.927
11.47	201.88	-0.927
11.47	201.91	-0.927
11.47	201.95	-0.927
11.48	201.98	-0.927
11.48	202.01	-0.927
11.48	202.05	-0.927
11.48	202.08	-0.927
11.48	202.11	-0.927
11.48	202.15	-0.927
11.48	202.18	-0.927
11.49	202.21	-0.927
11.49	202.25	-0.927
11.49	202.28	-0.927
11.49	202.31	-0.927
11.49	202.35	-0.927
11.50	202.38	-0.927
11.50	202.42	-0.927
11.50	202.45	-0.927
11.50	202.48	-0.927
11.50	202.51	-0.927
11.50	202.55	-0.927
11.50	202.58	-0.927
11.51	202.61	-0.927
11.51	202.65	-0.927
11.51	202.68	-0.927
11.51	202.71	-0.927
11.51	202.75	-0.927
11.52	202.78	-0.928
11.52	202.81	-0.928
11.52	202.85	-0.928
11.52	202.88	-0.928
11.52	202.91	-0.928
11.52	202.95	-0.928
11.53	202.98	-0.928
11.53	203.01	-0.928
11.53	203.05	-0.928
11.53	203.08	-0.928
11.53	203.11	-0.928
11.53	203.15	-0.928
11.53	203.18	-0.928
11.54	203.21	-0.928
11.54	203.25	-0.928
11.54	203.28	-0.928
11.54	203.31	-0.928
11.54	203.35	-0.928
11.55	203.38	-0.928
11.55	203.41	-0.928
11.55	203.45	-0.928
11.55	203.48	-0.928
11.55	203.51	-0.928
11.55	203.55	-0.928
11.56	203.58	-0.928
11.56	203.61	-0.928
11.56	203.65	-0.928
11.56	203.68	-0.928
11.56	203.72	-0.929
11.56	203.75	-0.929
11.56	203.78	-0.929
11.57	203.82	-0.929
11.57	203.85	-0.929
11.57	203.88	-0.929
11.57	203.92	-0.929
11.57	203.95	-0.929
11.58	203.98	-0.929
11.58	204.02	-0.929
11.58	204.05	-0.929
11.58	204.08	-0.929
11.58	204.12	-0.929
11.58	204.15	-0.929
11.58	204.18	-0.929
11.59	204.22	-0.929
11.59	204.25	-0.929
11.59	204.28	-0.929
11.59	204.32	-0.929
11.59	204.35	-0.929
11.60	204.38	-0.929
11.60	204.42	-0.929
11.60	204.45	-0.929
11.60	204.48	-0.929
11.60	204.52	-0.929
11.60	204.55	-0.929
11.60	204.58	-0.929
11.61	204.62	-0.930
11.61	204.65	-0.930
11.61	204.68	-0.930
11.61	204.72	-0.930
11.61	204.75	-0.930
11.61	204.78	-0.930
11.62	204.82	-0.930
11.62	204.85	-0.930
11.62	204.88	-0.930
11.62	204.92	-0.930
11.62	204.95	-0.930
11.63	204.98	-0.930
11.63	205.02	-0.930
11.63	205.05	-0.930
11.63	205.08	-0.930
11.63	205.12	-0.930
11.63	205.15	-0.930
11.64	205.18	-0.930
11.64	205.22	-0.930
11.64	205.25	-0.930
11.64	205.28	-0.930
11.64	205.32	-0.930
11.64	205.35	-0.930
11.65	205.38	-0.930
11.65	205.42	-0.930
11.65	205.45	-0.930
11.65	205.48	-0.930
11.65	205.52	-0.930
11.65	205.55	-0.930
11.65	205.58	-0.930
11.66	205.62	-0.931
11.66	205.65	-0.931
11.66	205.68	-0.931
11.66	205.72	-0.931
11.66	205.75	-0.931
11.67	205.78	-0.931
11.67	205.82	-0.931
11.67	205.85	-0.931
11.67	205.88	-0.931
11.67	205.92	-0.931
11.67	205.95	-0.931
11.68	205.98	-0.931
11.68	206.02	-0.931
11.68	206.05	-0.931
11.68	206.08	-0.931
11.68	206.12	-0.931
11.68	206.15	-0.931
11.69	206.18	-0.931
11.69	206.22	-0.931
11.69	206.25	-0.931
11.69	206.28	-0.931
11.69	206.32	-0.931
11.69	206.35	-0.931
11.69	206.38	-0.931
11.70	206.42	-0.931
11.70	206.45	-0.931
11.70	206.48	-0.931
11.70	206.52	-0.931
11.70	206.55	-0.931
11.70	206.58	-0.932
11.71	206.62	-0.932
11.71	206.65	-0.932
11.71	206.68	-0.932
11.71	206.72	-0.932
11.71	206.75	-0.932
11.72	206.78	-0.932
11.72	206.82	-0.932
11.72	206.85	-0.932
11.72	206.88	-0.932
11.72	206.92	-0.932
11.72	206.95	-0.932
11.73	206.98	-0.932
11.73	207.02	-0.932
11.73	207.05	-0.932
11.73	207.08	-0.932
11.73	207.12	-0.932
11.73	207.15	-0.932
11.73	207.18	-0.932
11.74	207.22	-0.932
11.74	207.25	-0.932
11.74	207.28	-0.932
11.74	207.32	-0.932
11.74	207.35	-0.932
11.75	207.38	-0.932
11.75	207.42	-0.932
11.75	207.45	-0.932
11.75	207.48	-0.932
11.75	207.52	-0.933
11.75	207.55	-0.933
11.75	207.58	-0.933
11.76	207.62	-0.933
11.76	207.65	-0.933
11.76	207.68	-0.933
11.76	207.72	-0.933
11.76	207.75	-0.933
11.77	207.78	-0.933
11.77	207.82	-0.933
11.77	207.85	-0.933
11.77	207.88	-0.933
11.77	207.92	-0.933
11.77	207.95	-0.933
11.78	207.98	-0.933
11.78	208.02	-0.933
11.78	208.05	-0.933
11.78	208.08	-0.933
11.78	208.12	-0.933
11.78	208.15	-0.933
11.78	208.18	-0.933
11.79	208.22	-0.933
11.79	208.25	-0.933
11.79	208.28	-0.933
11.79	208.32	-0.933
11.79	208.35	-0.933
11.80	208.38	-0.933
11.80	208.42	-0.933
11.80	208.45	-0.933
11.80	208.48	-0.933
11.80	208.52	-0.933
11.80	208.55	-0.934
11.81	208.58	-0.934
11.81	208.62	-0.934
11.81	208.65	-0.934
11.81	208.68	-0.934
11.81	208.72	-0.934
11.81	208.75	-0.934
11.81	208.78	-0.934
11.82	208.82	-0.934
11.82	208.85	-0.934
11.82	208.88	-0.934
11.82	208.92	-0.934
11.82	208.95	-0.934
11.83	208.98	-0.934
11.83	209.02	-0.934
11.83	209.05	-0.934
11.83	209.08	-0.934
11.83	209.12	-0.934
11.83	209.15	-0.934
11.83	209.18	-0.934
11.84	209.22	-0.934
11.84	209.25	-0.934
11.84	209.28	-0.934
11.84	209.32	-0.934
11.84	209.35	-0.934
11.85	209.38	-0.934
11.85	209.42	-0.934
11.85	209.45	-0.934
11.85	209.48	-0.935
11.85	209.52	-0.935
11.85	209.55	-0.935
11.85	209.58	-0.935
11.86	209.62	-0.935
11.86	209.65	-0.935
11.86	209.68	-0.935
11.86	209.72	-0.935
11.86	209.75	-0.935
11.86	209.78	-0.935
11.87	209.82	-0.935
11.87	209.85	-0.935
11.87	209.88	-0.935
11.87	209.92	-0.935
11.87	209.95	-0.935
11.88	209.98	-0.935
11.88	210.02	-0.935
11.88	210.05	-0.935
11.88	210.08	-0.935
11.88	210.12	-0.935
11.88	210.15	-0.935
11.89	210.18	-0.935
11.89	210.22	-0.935
11.89	210.25	-0.935
11.89	210.28	-0.935
11.89	210.32	-0.935
11.89	210.35	-0.935
11.90	210.38	-0.935
11.90	210.42	-0.936
11.90	210.45	-0.936
11.90	210.48	-0.936
11.90	210.52	-0.936
11.90	210.55	-0.936
11.90	210.58	-0.936
11.91	210.62	-0.936
11.91	210.65	-0.936
11.91	210.68	-0.936
11.91	210.72	-0.936
11.91	210.75	-0.936
11.92	210.78	-0.936
11.92	210.82	-0.936
11.92	210.85	-0.936
11.92	210.88	-0.936
11.92	210.92	-0.936
11.92	210.95	-0.936
11.93	210.98	-0.936
11.93	211.02	-0.936
11.93	211.05	-0.936
11.93	211.08	-0.936
11.93	211.12	-0.936
11.93	211.15	-0.936
11.94	211.18	-0.936
11.94	211.22	-0.936
11.94	211.25	-0.936
11.94	211.28	-0.937
11.94	211.32	-0.937
11.94	211.35	-0.937
11.94	211.38	-0.937
11.95	211.42	-0.937
11.95	211.45	-0.937
11.95	211.48	-0.937
11.95	211.52	-0.937
11.95	211.55	-0.937
11.95	211.58	-0.937
11.96	211.62	-0.937
11.96	211.65	-0.937
11.96	211.68	-0.937
11.96	211.72	-0.937
11.96	211.75	-0.937
11.97	211.78	-0.937
11.97	211.82	-0.937
11.97	211.85	-0.937
11.97	211.88	-0.937
11.97	211.92	-0.937
11.97	211.95	-0.937
11.98	211.98	-0.937
11.98	212.02	-0.937
11.98	212.05	-0.937
11.98	212.08	-0.937
11.98	212.12	-0.937
11.98	212.15	-0.937
11.98	212.18	-0.937
11.99	212.22	-0.937
11.99	212.25	-0.937
11.99	212.28	-0.938
11.99	212.32	-0.938
11.99	212.35	-0.938
12.00	212.38	-0.938
12.00	212.42	-0.938
12.00	212.45	-0.938
12.00	212.48	-0.938
12.00	212.52	-0.938
12.00	212.55	-0.938
12.00	212.58	-0.938
12.01	212.62	-0.938
12.01	212.65	-0.938
12.01	212.68	-0.938
12.01	212.72	-0.938
12.01	212.75	-0.938
12.02	212.78	-0.938
12.02	212.82	-0.938
12.02	212.85	-0.938
12.02	212.88	-0.938
12.02	212.92	-0.938
12.02	212.95	-0.938
12.03	212.98	-0.938
12.03	213.02	-0.938
12.03	213.05	-0.938
12.03	213.08	-0.938
12.03	213.12	-0.938
12.03	213.15	-0.938
12.03	213.18	-0.939
12.04	213.22	-0.939
12.04	213.25	-0.939
12.04	213.28	-0.939
12.04	213.32	-0.939
12.04	213.35	-0.939
12.05	213.38	-0.939
12.05	213.42	-0.939
12.05	213.45	-0.939
12.05	213.48	-0.939
12.05	213.52	-0.939
12.05	213.55	-0.939
12.06	213.58	-0.939
12.06	213.62	-0.939
12.06	213.65	-0.939
12.06	213.68	-0.939
12.06	213.72	-0.939
12.06	213.75	-0.939
12.06	213.78	-0.939
12.07	213.82	-0.939
12.07	213.85	-0.939
12.07	213.88	-0.939
12.07	213.92	-0.939
12.07	213.95	-0.939
12.08	213.98	-0.939
12.08	214.02	-0.939
12.08	214.05	-0.939
12.08	214.08	-0.940
12.08	214.12	-0.940
12.08	214.15	-0.940
12.08	214.18	-0.940
12.09	214.22	-0.940
12.09	214.25	-0.940
12.09	214.28	-0.940
12.09	214.32	-0.940
12.09	214.35	-0.940
12.10	214.38	-0.940
12.10	214.42	-0.940
12.10	214.45	-0.940
12.10	214.48	-0.940
12.10	214.52	-0.940
12.10	214.55	-0.940
12.10	214.58	-0.940
12.11	214.62	-0.940
12.11	214.65	-0.940
12.11	214.68	-0.940
12.11	214.72	-0.940
12.11	214.75	-0.940
12.11	214.78	-0.940
12.12	214.82	-0.940
12.12	214.85	-0.940
12.12	214.88	-0.940
12.12	214.92	-0.940
12.12	214.95	-0.940
12.13	214.98	-0.940
12.13	215.02	-0.940
12.13	215.05	-0.940
12.13	215.08	-0.940
12.13	215.12	-0.940
12.13	215.15	-0.941
12.14	215.18	-0.941
12.14	215.22	-0.941
12.14	215.25	-0.941
12.14	215.28	-0.941
12.14	215.32	-0.941
12.14	215.35	-0.941
12.15	215.38	-0.941
12.15	215.42	-0.941
12.15	215.45	-0.941
12.15	215.48	-0.941
12.15	215.52	-0.941
12.15	215.55	-0.941
12.15	215.58	-0.941
12.16	215.62	-0.941
12.16	215.65	-0.941
12.16	215.68	-0.941
12.16	215.72	-0.941
12.16	215.75	-0.941
12.17	215.78	-0.941
12.17	215.82	-0.941
12.17	215.85	-0.941
12.17	215.88	-0.941
12.17	215.92	-0.941
12.17	215.95	-0.941
12.18	215.98	-0.941
12.18	216.02	-0.941
12.18	216.05	-0.941
12.18	216.08	-0.941
12.18	216.12	-0.941
12.18	216.15	-0.941
12.19	216.18	-0.941
12.19	216.22	-0.941
12.19	216.25	-0.942
12.19	216.28	-0.942
12.19	216.32	-0.942
12.19	216.35	-0.942
12.19	216.38	-0.942
12.20	216.42	-0.942
12.20	216.45	-0.942
12.20	216.48	-0.942
12.20	216.52	-0.942
12.20	216.55	-0.942
12.20	216.58	-0.942
12.21	216.62	-0.942
12.21	216.65	-0.942
12.21	216.68	-0.942
12.21	216.72	-0.942
12.21	216.75	-0.942
12.22	216.78	-0.942
12.22	216.82	-0.942
12.22	216.85	-0.942
12.22	216.88	-0.942
12.22	216.92	-0.942
12.22	216.95	-0.942
12.23	216.98	-0.942
12.23	217.02	-0.942
12.23	217.05	-0.942
12.23	217.08	-0.942
12.23	217.12	-0.942
12.23	217.15	-0.942
12.23	217.18	-0.942
12.24	217.22	-0.942
12.24	217.25	-0.942
12.24	217.28	-0.942
12.24	217.32	-0.943
12.24	217.35	-0.943
12.25	217.38	-0.943
12.25	217.42	-0.943
12.25	217.45	-0.943
12.25	217.48	-0.943
12.25	217.52	-0.943
12.25	217.55	-0.943
12.25	217.58	-0.943
12.26	217.62	-0.943
12.26	217.65	-0.943
12.26	217.68	-0.943
12.26	217.72	-0.943
12.26	217.75	-0.943
12.27	217.78	-0.943
12.27	217.82	-0.943
12.27	217.85	-0.943
12.27	217.88	-0.943
12.27	217.92	-0.943
12.27	217.95	-0.943
12.28	217.98	-0.943
12.28	218.02	-0.943
12.28	218.05	-0.943
12.28	218.08	-0.943
12.28	218.12	-0.943
12.28	218.15	-0.943
12.28	218.18	-0.943
12.29	218.22	-0.943
12.29	218.25	-0.943
12.29	218.28	-0.943
12.29	218.32	-0.943
12.29	218.35	-0.944
12.30	218.38	-0.944
12.30	218.42	-0.944
12.30	218.45	-0.944
12.30	218.48	-0.944
12.30	218.52	-0.944
12.30	218.55	-0.944
12.31	218.58	-0.944
12.31	218.62	-0.944
12.31	218.65	-0.944
12.31	218.68	-0.944
12.31	218.72	-0.944
12.31	218.75	-0.944
12.31	218.78	-0.944
12.32	218.82	-0.944
12.32	218.85	-0.944
12.32	218.88	-0.944
12.32	218.92	-0.944
12.32	218.95	-0.944
12.33	218.98	-0.944
12.33	219.02	-0.944
12.33	219.05	-0.944
12.33	219.08	-0.944
12.33	219.12	-0.944
12.33	219.15	-0.944
12.33	219.18	-0.944
12.34	219.22	-0.944
12.34	219.25	-0.944
12.34	219.28	-0.944
12.34	219.32	-0.944
12.34	219.35	-0.944
12.35	219.38	-0.944
12.35	219.42	-0.944
12.35	219.45	-0.945
12.35	219.48	-0.945
12.35	219.52	-0.945
12.35	219.55	-0.945
12.35	219.58	-0.945
12.36	219.62	-0.945
12.36	219.65	-0.945
12.36	219.68	-0.945
12.36	219.72	-0.945
12.36	219.75	-0.945
12.36	219.78	-0.945
12.37	219.82	-0.945
12.37	219.85	-0.945
12.37	219.88	-0.945
12.37	219.92	-0.945
12.37	219.95	-0.945
12.38	219.98	-0.945
12.38	220.02	-0.945
12.38	220.05	-0.945
12.38	220.08	-0.945
12.38	220.12	-0.945
12.38	220.15	-0.945
12.39	220.18	-0.945
12.39	220.22	-0.945
12.39	220.25	-0.945
12.39	220.28	-0.945
12.39	220.32	-0.945
12.39	220.35	-0.945
12.40	220.38	-0.945
12.40	220.42	-0.946
12.40	220.45	-0.946
12.40	220.48	-0.946
12.40	220.52	-0.946
12.40	220.55	-0.946
12.40	220.58	-0.946
12.41	220.62	-0.946
12.41	220.65	-0.946
12.41	220.68	-0.946
12.41	220.72	-0.946
12.41	220.75	-0.946
12.42	220.78	-0.946
12.42	220.82	-0.946
12.42	220.85	-0.946
12.42	220.88	-0.946
12.42	220.92	-0.946
12.42	220.95	-0.946
12.43	220.98	-0.946
12.43	221.02	-0.946
12.43	221.05	-0.946
12.43	221.08	-0.946
12.43	221.12	-0.946
12.43	221.15	-0.946
12.44	221.18	-0.946
12.44	221.22	-0.946
12.44	221.25	-0.946
12.44	221.28	-0.946
12.44	221.32	-0.946
12.44	221.35	-0.946
12.44	221.38	-0.947
12.45	221.42	-0.947
12.45	221.45	-0.947
12.45	221.48	-0.947
12.45	221.52	-0.947
12.45	221.55	-0.947
12.45	221.58	-0.947
12.46	221.62	-0.947
12.46	221.65	-0.947
12.46	221.68	-0.947
12.46	221.72	-0.947
12.46	221.75	-0.947
12.47	221.78	-0.947
12.47	221.82	-0.947
12.47	221.85	-0.947
12.47	221.88	-0.947
12.47	221.92	-0.947
12.47	221.95	-0.947
12.48	221.98	-0.947
12.48	222.02	-0.947
12.48	222.05	-0.947
12.48	222.08	-0.947
12.48	222.12	-0.947
12.48	222.15	-0.947
12.48	222.18	-0.947
12.49	222.22	-0.947
12.49	222.25	-0.947
12.49	222.28	-0.948
12.49	222.32	-0.948
12.49	222.35	-0.948
12.50	222.38	-0.948
12.50	222.42	-0.948
12.50	222.45	-0.948
12.50	222.48	-0.948
12.50	222.52	-0.948
12.50	222.55	-0.948
12.50	222.58	-0.948
12.51	222.62	-0.948
12.51	222.65	-0.948
12.51	222.68	-0.948
12.51	222.72	-0.948
12.51	222.75	-0.948
12.52	222.78	-0.948
12.52	222.82	-0.948
12.52	222.85	-0.949
12.52	222.88	-0.949
12.52	222.92	-0.949
12.52	222.95	-0.949
12.53	222.98	-0.949
12.53	223.02	-0.949
12.53	223.05	-0.949
12.53	223.08	-0.949
12.53	223.12	-0.949
12.53	223.15	-0.949
12.53	223.18	-0.949
12.54	223.22	-0.949
12.54	223.25	-0.949
12.54	223.28	-0.949
12.54	223.32	-0.949
12.54	223.35	-0.949
12.55	223.38	-0.949
12.55	223.42	-0.949
12.55	223.45	-0.949
12.55	223.48	-0.949
12.55	223.52	-0.949
12.55	223.55	-0.949
12.56	223.58	-0.950
12.56	223.62	-0.950
12.56	223.65	-0.950
12.56	223.68	-0.950
12.56	223.72	-0.950
12.56	223.75	-0.950
12.56	223.78	-0.950
12.57	223.82	-0.950
12.57	223.85	-0.950
12.57	223.88	-0.950
12.57	223.92	-0.950
12.57	223.95	-0.950
12.58	223.98	-0.950
12.58	224.02	-0.950
12.58	224.05	-0.950
12.58	224.08	-0.950
12.58	224.12	-0.950
12.58	224.15	-0.950
12.58	224.18	-0.950
12.59	224.22	-0.950
12.59	224.25	-0.950
12.59	224.28	-0.950
12.59	224.32	-0.951
12.59	224.35	-0.951
12.60	224.38	-0.951
12.60	224.42	-0.951
12.60	224.45	-0.951
12.60	224.48	-0.951
12.60	224.52	-0.951
12.60	224.55	-0.951
12.60	224.58	-0.951
12.61	224.62	-0.951
12.61	224.65	-0.951
12.61	224.68	-0.951
12.61	224.72	-0.951
12.61	224.75	-0.951
12.61	224.78	-0.951
12.62	224.82	-0.951
12.62	224.85	-0.951
12.62	224.88	-0.951
12.62	224.92	-0.951
12.62	224.95	-0.951
12.63	224.98	-0.951
12.63	225.02	-0.952
12.63	225.05	-0.952
12.63	225.08	-0.952
12.63	225.12	-0.952
12.63	225.15	-0.952
12.64	225.18	-0.952
12.64	225.22	-0.952
12.64	225.25	-0.952
12.64	225.28	-0.952
12.64	225.32	-0.952
12.64	225.35	-0.952
12.65	225.38	-0.952
12.65	225.42	-0.952
12.65	225.45	-0.952
12.65	225.48	-0.952
12.65	225.52	-0.952
12.65	225.55	-0.952
12.65	225.58	-0.952
12.66	225.62	-0.952
12.66	225.65	-0.952
12.66	225.68	-0.952
12.66	225.72	-0.952
12.66	225.75	-0.953
12.67	225.78	-0.953
12.67	225.82	-0.953
12.67	225.85	-0.953
12.67	225.88	-0.953
12.67	225.92	-0.953
12.67	225.95	-0.953
12.68	225.98	-0.953
12.68	226.02	-0.953
12.68	226.05	-0.953
12.68	226.08	-0.953
12.68	226.12	-0.953
12.68	226.15	-0.953
12.69	226.18	-0.953
12.69	226.22	-0.953
12.69	226.25	-0.953
12.69	226.28	-0.953
12.69	226.32	-0.953
12.69	226.35	-0.953
12.69	226.38	-0.954
12.70	226.42	-0.954
12.70	226.45	-0.954
12.70	226.48	-0.954
12.70	226.52	-0.954
12.70	226.55	-0.954
12.70	226.58	-0.954
12.71	226.62	-0.954
12.71	226.65	-0.954
12.71	226.68	-0.954
12.71	226.72	-0.954
12.71	226.75	-0.954
12.72	226.78	-0.954
12.72	226.82	-0.954
12.72	226.85	-0.954
12.72	226.88	-0.954
12.72	226.92	-0.954
12.72	226.95	-0.954
12.73	226.98	-0.954
12.73	227.02	-0.954
12.73	227.05	-0.955
12.73	227.08	-0.955
12.73	227.12	-0.955
12.73	227.15	-0.955
12.73	227.18	-0.955
12.74	227.22	-0.955
12.74	227.25	-0.955
12.74	227.28	-0.955
12.74	227.32	-0.955
12.74	227.35	-0.955
12.75	227.38	-0.955
12.75	227.42	-0.955
12.75	227.45	-0.955
12.75	227.48	-0.955
12.75	227.52	-0.955
12.75	227.55	-0.955
12.75	227.58	-0.955
12.76	227.62	-0.955
12.76	227.65	-0.955
12.76	227.68	-0.956
12.76	227.72	-0.956
12.76	227.75	-0.956
12.77	227.78	-0.956
12.77	227.82	-0.956
12.77	227.85	-0.956
12.77	227.88	-0.956
12.77	227.92	-0.956
12.77	227.95	-0.956
12.78	227.98	-0.956
12.78	228.02	-0.956
12.78	228.05	-0.956
12.78	228.08	-0.956
12.78	228.12	-0.956
12.78	228.15	-0.956
12.78	228.18	-0.956
12.79	228.22	-0.956
12.79	228.25	-0.956
12.79	228.28	-0.957
12.79	228.32	-0.957
12.79	228.35	-0.957
12.80	228.38	-0.957
12.80	228.42	-0.957
12.80	228.45	-0.957
12.80	228.48	-0.957
12.80	228.52	-0.957
12.80	228.55	-0.957
12.81	228.58	-0.957
12.81	228.62	-0.957
12.81	228.65	-0.957
12.81	228.68	-0.957
12.81	228.72	-0.957
12.81	228.75	-0.957
12.81	228.78	-0.957
12.82	228.82	-0.957
12.82	228.85	-0.958
12.82	228.88	-0.958
12.82	228.92	-0.958
12.82	228.95	-0.958
